11108,晒缯涌站	2211,大东门(中山三路)站2 
5831,九龙二小大坦分校站	2716,芳村客运站2 
5830,九龙二小大坦分校站	2716,芳村客运站2 
5829,九岭路站	2716,芳村客运站2 
5828,九岭路站	2716,芳村客运站2 
7393,三联路口站	2716,芳村客运站2 
11139,永盛路口	2716,芳村客运站2 
11295,草河村牌坊站	2716,芳村客运站2 
11292,华南新城南大路口站	2716,芳村客运站2 
11273,万安工业区站	2716,芳村客运站2 
11272,良地埠站	2716,芳村客运站2 
11271,民生桥北站	2716,芳村客运站2 
11269,榄核长江数码花园站	2716,芳村客运站2 
11268,榄核成校站	2716,芳村客运站2 
11264,同康路站	2716,芳村客运站2 
11261,甘岗村委总站	2716,芳村客运站2 
11256,广州外国语学校站	2716,芳村客运站2 
11054,丹乐食品站	2716,芳村客运站2 
11053,马克村总站	2716,芳村客运站2 
9248,西三村口站	2716,芳村客运站2 
10804,媒体村站	2716,芳村客运站2 
8553,太岗路中站	2716,芳村客运站2 
10110,地铁文冲站总站	2716,芳村客运站2 
8400,麦村村委站	2716,芳村客运站2 
11107,三坭涌站	2716,芳村客运站2 
11064,十二队站	2716,芳村客运站2 
7228,寮采村口站	2716,芳村客运站2 
7219,凤和村站	2716,芳村客运站2 
7156,鸦湖村委站	2716,芳村客运站2 
9817,木摾水库站	2716,芳村客运站2 
6729,白沙村口站	2716,芳村客运站2 
6685,南村中路站	2716,芳村客运站2 
6659,南村中路站	2716,芳村客运站2 
6590,罗溪路站	2716,芳村客运站2 
9586,茅岗村口站	2716,芳村客运站2 
9584,石湖村东站	2716,芳村客运站2 
7719,海涌路口站	2716,芳村客运站2 
7717,石基中学站	2716,芳村客运站2 
5998,柯木塱大坪街站	2716,芳村客运站2 
8164,平稳村站	2716,芳村客运站2 
8107,灵山村站	2716,芳村客运站2 
11115,新桥村站	2716,芳村客运站2 
11099,安顺涌站	2716,芳村客运站2 
11070,沙尾站	2716,芳村客运站2 
10984,西园站	2716,芳村客运站2 
10976,西丽工业区站	2716,芳村客运站2 
10971,西村北山站	2716,芳村客运站2 
7394,莘田小学站	2716,芳村客运站2 
10161,江新路站	2716,芳村客运站2 
7718,金井坊站	2716,芳村客运站2 
7712,长沙路口站	2716,芳村客运站2 
7455,东平东凤西路站	2716,芳村客运站2 
7439,永兴村委站	2716,芳村客运站2 
7438,龙兴中路口站	2716,芳村客运站2 
7316,花都音像厂站	2716,芳村客运站2 
7226,米岗村总站	2716,芳村客运站2 
7163,鸦湖村站	2716,芳村客运站2 
7136,永兴瑚琏总站	2716,芳村客运站2 
10636,山龙村委站	2716,芳村客运站2 
6758,障岗村站	2716,芳村客运站2 
10055,星岛环南路北站	2716,芳村客运站2 
6502,亚运城站	2716,芳村客运站2 
10049,生物岛叠翠园总站	2716,芳村客运站2 
5967,康湖大街站	2716,芳村客运站2 
7112,上庄站	2716,芳村客运站2 
7721,永善村站	2716,芳村客运站2 
7552,南新大街口站	2716,芳村客运站2 
7539,槎头万龙二街站	2716,芳村客运站2 
7395,莘田村委站	2716,芳村客运站2 
7096,仲恺农业工程学院站	2716,芳村客运站2 
2077,朝亮南路站	2716,芳村客运站2 
2046,策边村站	2716,芳村客运站2 
2045,策边村站	2716,芳村客运站2 
2039,沧头中路站	2716,芳村客运站2 
2032,沧联市场大街站	2716,芳村客运站2 
2031,沧联市场大街站	2716,芳村客运站2 
2029,沧联社区站	2716,芳村客运站2 
2015,布岭路口站	2716,芳村客运站2 
2014,布岭路口站	2716,芳村客运站2 
2013,布岭村站	2716,芳村客运站2 
2012,布岭村站	2716,芳村客运站2 
1997,滨海半岛站	2716,芳村客运站2 
1990,碧映路西站	2716,芳村客运站2 
1988,碧映路东站	2716,芳村客运站2 
10069,石中路口站 	2716,芳村客运站2 
6661,夏良村委站	2716,芳村客运站2 
6622,九潭村站	2716,芳村客运站2 
6618,杨山村站	2716,芳村客运站2 
6611,叶边市场站	2716,芳村客运站2 
10068,石中路口站	2716,芳村客运站2 
6597,井岗大道北街口站	2716,芳村客运站2 
6588,罗溪中路站	2716,芳村客运站2 
9660,新丰路中(禾丰新村)站	2716,芳村客运站2 
9658,新丰路(布岭村)站	2716,芳村客运站2 
9595,人和华盛南路口站	2716,芳村客运站2 
5956,开泰大道(科学城商务中心)站	2716,芳村客运站2 
5955,开泰大道(科学城商务中心)站	2716,芳村客运站2 
5929,开发大道口站	2716,芳村客运站2 
6411,新新大道中站	2716,芳村客运站2 
6410,岭头站	2716,芳村客运站2 
8399,麦村村委站	2716,芳村客运站2 
8398,陈塘社站	2716,芳村客运站2 
8397,陈塘社站	2716,芳村客运站2 
11155,天安科技园总站	2716,芳村客运站2 
10935,沙头村站	2716,芳村客运站2 
10931,三桥南站	2716,芳村客运站2 
10930,三桥丹山水闸站	2716,芳村客运站2 
10903,捷进中路站	2716,芳村客运站2 
10897,机关幼儿园站	2716,芳村客运站2 
10886,荷景花园站	2716,芳村客运站2 
12135,北滘交通中心	2716,芳村客运站2 
11170,广医四院南门站	2716,芳村客运站2 
11112,东导小学站	2716,芳村客运站2 
11109,安顺涌站	2716,芳村客运站2 
11106,石基小学站	2716,芳村客运站2 
11103,石基村市场站	2716,芳村客运站2 
11096,东导小学站	2716,芳村客运站2 
11089,鱼窝头社区中心站	2716,芳村客运站2 
11088,东深桥站	2716,芳村客运站2 
11071,十三队站	2716,芳村客运站2 
11067,十三队站	2716,芳村客运站2 
11063,红星村站	2716,芳村客运站2 
11050,高新沙路口站	2716,芳村客运站2 
11012,仲元中学站	2716,芳村客运站2 
11003,涌边村站	2716,芳村客运站2 
11001,雅荷居站	2716,芳村客运站2 
10941,沙头中学站	2716,芳村客运站2 
10915,龙岐村委站	2716,芳村客运站2 
10908,康裕北苑站	2716,芳村客运站2 
11147,知识城政务中心站	2716,芳村客运站2 
11143,凤凰三路站	2716,芳村客运站2 
11105,石基村市场站	2716,芳村客运站2 
11073,七队站	2716,芳村客运站2 
11065,七队站	2716,芳村客运站2 
11061,万洲村委站	2716,芳村客运站2 
11046,庙青村站	2716,芳村客运站2 
11019,庙贝村站	2716,芳村客运站2 
10917,龙岐村站	2716,芳村客运站2 
10889,华侨城总站	2716,芳村客运站2 
7715,石基镇政府站	2716,芳村客运站2 
7713,汉基工业区站	2716,芳村客运站2 
7725,潮田工业区站	2716,芳村客运站2 
7673,石基村站	2716,芳村客运站2 
10209,雁洲路口站	2716,芳村客运站2 
6409,岭头站	2716,芳村客运站2 
6002,柯木塱西路站	2716,芳村客运站2 
6001,柯木塱市场站	2716,芳村客运站2 
8320,重岗村委站	2716,芳村客运站2 
8318,驳塘街站	2716,芳村客运站2 
11361,钟村文化广场站	2716,芳村客运站2 
8167,灵山路口北站	2716,芳村客运站2 
8111,灵岗二桥站	2716,芳村客运站2 
11169,亚运城国际商业街站	2716,芳村客运站2 
11145,凤凰三横路站	2716,芳村客运站2 
11138,永盛路口	2716,芳村客运站2 
11168,亚运城体验中心站	2716,芳村客运站2 
7724,陈戴巷站	2716,芳村客运站2 
7540,彭加木公园站	2716,芳村客运站2 
7392,长沙步村委站	2716,芳村客运站2 
2783,凤凰中学站	2716,芳村客运站2 
2533,东塱市场站	2716,芳村客运站2 
2507,东江大道中站	2716,芳村客运站2 
2499,东晖路口站	2716,芳村客运站2 
2419,地铁三元里(C2出口)站	2716,芳村客运站2 
2414,地铁江夏地铁站	2716,芳村客运站2 
2413,地铁江夏地铁站	2716,芳村客运站2 
2407,地铁东圃站总站	2716,芳村客运站2 
2142,赤岗大塘站	2716,芳村客运站2 
2101,车陂站	2716,芳村客运站2 
2100,车陂站	2716,芳村客运站2 
1980,笔岗村委站	2716,芳村客运站2 
1969,笔村口站	2716,芳村客运站2 
1966,北站社区站	2716,芳村客运站2 
1926,保沙路站	2716,芳村客运站2 
1913,宝石路站	2716,芳村客运站2 
1909,宝岗大道总站③	2716,芳村客运站2 
276,天府路口站	2716,芳村客运站2 
268,体育中心站B4	2716,芳村客运站2 
257,体育中心站2	2716,芳村客运站2 
251,体育中心站	2716,芳村客运站2 
245,体育西路站	2716,芳村客运站2 
216,珠江医院总站②	2716,芳村客运站2 
2183,春晖四街站	2716,芳村客运站2 
2182,春晖六街站	2716,芳村客运站2 
2181,春晖六街站	2716,芳村客运站2 
2161,赤坎桥站	2716,芳村客运站2 
2153,赤岗西(珠江消防器材厂)站	2716,芳村客运站2 
1015,学院站	2716,芳村客运站2 
1014,学院站	2716,芳村客运站2 
1002,兴太三路口站	2716,芳村客运站2 
3114,松园中西街站	2716,芳村客运站2 
3112,松园中西街南站	2716,芳村客运站2 
3109,松园社站	2716,芳村客运站2 
3108,松园街中站	2716,芳村客运站2 
3106,松园街北站	2716,芳村客运站2 
3099,松柏路中站	2716,芳村客运站2 
3072,水南大道中站	2716,芳村客运站2 
3070,水南大道西站	2716,芳村客运站2 
3049,广园新村总站②	2716,芳村客运站2 
3029,广药生活区站	2716,芳村客运站2 
1579,政民路站	2716,芳村客运站2 
3014,广卫路总站4	2716,芳村客运站2 
2861,岗顶站	2716,芳村客运站2 
2848,干部疗养院站	2716,芳村客运站2 
2845,甘竹路站	2716,芳村客运站2 
2843,甘竹村口站	2716,芳村客运站2 
2842,甘竹村口站	2716,芳村客运站2 
2839,富悦街站	2716,芳村客运站2 
2814,福山村委总站	2716,芳村客运站2 
2812,福南坊站	2716,芳村客运站2 
2809,福洞小学站	2716,芳村客运站2 
2808,福洞小学站	2716,芳村客运站2 
2807,福洞村站	2716,芳村客运站2 
2806,福洞村站	2716,芳村客运站2 
2805,福洞村尾站	2716,芳村客运站2 
2804,福洞村尾站	2716,芳村客运站2 
979,星河湾北门站	2716,芳村客运站2 
970,信华路站	2716,芳村客运站2 
939,新业路口站	2716,芳村客运站2 
938,新业路口站	2716,芳村客运站2 
936,新屋站	2716,芳村客运站2 
935,新屋站	2716,芳村客运站2 
929,新田居委会站	2716,芳村客运站2 
927,新田村站	2716,芳村客运站2 
925,新田村口站	2716,芳村客运站2 
152,钟落潭市场站	2716,芳村客运站2 
1517,长江路口站	2716,芳村客运站2 
1507,长庚村口站	2716,芳村客运站2 
1506,太岗站	2716,芳村客运站2 
2442,东昌社站	2716,芳村客运站2 
2391,灯布社站	2716,芳村客运站2 
2381,丹水坑路中站	2716,芳村客运站2 
2379,丹水坑路南站	2716,芳村客运站2 
2378,丹水坑路口站	2716,芳村客运站2 
1700,海角红楼西门站	2716,芳村客运站2 
1640,广州火车站总站l	2716,芳村客运站2 
1633,广州火车站总站e	2716,芳村客运站2 
7890,甘竹村站	2716,芳村客运站2 
11381,湴湄村口站	2716,芳村客运站2 
11380,子沙村委站	2716,芳村客运站2 
11379,新涌村委站	2716,芳村客运站2 
11378,榄核长江数码花园站	2716,芳村客运站2 
11376,大简村南沙大道站	2716,芳村客运站2 
11369,南沙体育馆站	2716,芳村客运站2 
11104,石基村委总站	2716,芳村客运站2 
11081,鱼窝头车站站	2716,芳村客运站2 
11055,马克路站	2716,芳村客运站2 
11048,庙贝村站	2716,芳村客运站2 
11009,樟边路口站	2716,芳村客运站2 
12134,陈村路口	2716,芳村客运站2 
11100,晒缯涌站	2716,芳村客运站2 
11094,朗晴工业区站	2716,芳村客运站2 
11087,鱼窝头中学站	2716,芳村客运站2 
11084,丹乐食品站	2716,芳村客运站2 
11083,马克路站	2716,芳村客运站2 
11078,万洲村(解放队)站	2716,芳村客运站2 
11049,东升农场站	2716,芳村客运站2 
11022,中教村站	2716,芳村客运站2 
11021,庙青村站	2716,芳村客运站2 
11018,东升农场站	2716,芳村客运站2 
11015,灵山路口南站	2716,芳村客运站2 
10965,威乐工业区站	2716,芳村客运站2 
10963,汀根小学站	2716,芳村客运站2 
11672,多州站	2716,芳村客运站2 
11671,永字街站	2716,芳村客运站2 
12042,钟村文化广场站	2716,芳村客运站2 
12040,屏一村站	2716,芳村客运站2 
12039,顺德碧桂园站	2716,芳村客运站2 
12038,东乡联发工业区站	2716,芳村客运站2 
12019,广汽生活区站	2716,芳村客运站2 
12016,海心村站	2716,芳村客运站2 
12014,明经村站	2716,芳村客运站2 
12013,爱莲村站	2716,芳村客运站2 
12012,山门村站	2716,芳村客运站2 
12011,下山门村站	2716,芳村客运站2 
12007,谭边村站	2716,芳村客运站2 
12005,竹山工业区站	2716,芳村客运站2 
12004,竹山村站	2716,芳村客运站2 
12002,桥山村站	2716,芳村客运站2 
12001,大龙路口站	2716,芳村客运站2 
11994,星海青少宫站	2716,芳村客运站2 
11990,三其大街站	2716,芳村客运站2 
11989,前锋路站	2716,芳村客运站2 
11988,前锋村委站	2716,芳村客运站2 
11987,前锋村委站	2716,芳村客运站2 
11986,低涌村委站	2716,芳村客运站2 
11985,北斗桥底站	2716,芳村客运站2 
11983,石基文化广场站	2716,芳村客运站2 
11981,富怡路中站	2716,芳村客运站2 
12234,华润涂料捷信厂站	2716,芳村客运站2 
12407,螺旋大道西站	2716,芳村客运站2 
12212,五沙小学站	2716,芳村客运站2 
12404,星岛环北路(螺旋二路路口)站	2716,芳村客运站2 
12261,黄麻社区居委会	2716,芳村客运站2 
12206,金沙人家站	2716,芳村客运站2 
12236,丰田合成配件厂站	2716,芳村客运站2 
12405,螺旋四路(标一企业)站	2716,芳村客运站2 
12250,南村站	2716,芳村客运站2 
2915,公仔岑街站	2716,芳村客运站2 
2888,高增村站	2716,芳村客运站2 
2876,港讯小区站	2716,芳村客运站2 
2875,港湾一村站	2716,芳村客运站2 
2874,港湾一村站	2716,芳村客运站2 
1603,广州火车东站总站②a	2716,芳村客运站2 
1868,百花岭北街站	2716,芳村客运站2 
1865,百花岭北街口站	2716,芳村客运站2 
1807,白土站	2716,芳村客运站2 
1803,白山村站	2716,芳村客运站2 
1784,八十四中学站	2716,芳村客运站2 
1771,安新路站	2716,芳村客运站2 
1770,安新路站	2716,芳村客运站2 
1769,安新路南站	2716,芳村客运站2 
1768,安新路南站	2716,芳村客运站2 
1457,云苑直街站	2716,芳村客运站2 
1456,云苑直街口站	2716,芳村客运站2 
1455,云苑一街站	2716,芳村客运站2 
1454,云苑一街口站	2716,芳村客运站2 
6954,合成站	2716,芳村客运站2 
6953,南航路口站	2716,芳村客运站2 
6947,杨屋市场站	2716,芳村客运站2 
6942,圆玄小学站	2716,芳村客运站2 
6919,新业路北(斗塘路口)站	2716,芳村客运站2 
6903,田心西路站	2716,芳村客运站2 
10018,黄岐镇政府总站	2716,芳村客运站2 
9811,班岭村口站	2716,芳村客运站2 
11102,石基小学站	2716,芳村客运站2 
11101,三坭涌站	2716,芳村客运站2 
11079,均冲站	2716,芳村客运站2 
11075,红星村站	2716,芳村客运站2 
11068,沙尾站	2716,芳村客运站2 
11059,均冲站	2716,芳村客运站2 
11051,灵山医院站	2716,芳村客运站2 
11004,禺山大道西站	2716,芳村客运站2 
10995,小平牌坊站	2716,芳村客运站2 
10973,沙湾派出所站	2716,芳村客运站2 
10967,为民中路站	2716,芳村客运站2 
12191,顺番加油站	2716,芳村客运站2 
11171,广铁一中站	2716,芳村客运站2 
11166,海傍水乡站	2716,芳村客运站2 
12105,高屋村	2716,芳村客运站2 
11108,晒缯涌站	2716,芳村客运站2 
11098,七十七站	2716,芳村客运站2 
11086,朗晴工业区站	2716,芳村客运站2 
11076,长莫村委站	2716,芳村客运站2 
11072,十四队站	2716,芳村客运站2 
11069,万洲水闸总站	2716,芳村客运站2 
11066,十四队站	2716,芳村客运站2 
11062,长莫村委站	2716,芳村客运站2 
11052,灵山路口南站	2716,芳村客运站2 
11047,宜安村站	2716,芳村客运站2 
11017,高新沙路口站	2716,芳村客运站2 
10992,象贤中学北门站	2716,芳村客运站2 
10945,沙湾南村站	2716,芳村客运站2 
10887,横坑村站	2716,芳村客运站2 
12103,和乐路	2716,芳村客运站2 
11172,技术官员村站	2716,芳村客运站2 
11167,亚运城综合体育馆站	2716,芳村客运站2 
11140,凤凰四路站	2716,芳村客运站2 
6683,碑记街站	2716,芳村客运站2 
10121,红旗路站	2716,芳村客运站2 
6631,蓼江小学站	2716,芳村客运站2 
10084,王园路站	2716,芳村客运站2 
10073,桥中总站	2716,芳村客运站2 
10053,生物岛北站	2716,芳村客运站2 
6498,前锋村站	2716,芳村客运站2 
6496,区公汽公司站	2716,芳村客运站2 
6494,番禺汽车客运站	2716,芳村客运站2 
6404,山塘村站	2716,芳村客运站2 
9781,丰鑫装饰材料城站	2716,芳村客运站2 
11980,石基三中(富怡路)站	2716,芳村客运站2 
11977,金业别墅花园站	2716,芳村客运站2 
11976,绿庭雅苑站	2716,芳村客运站2 
11973,西村路口站	2716,芳村客运站2 
11968,龙湾小学站	2716,芳村客运站2 
11966,紫坭村委站	2716,芳村客运站2 
11965,小平路口站	2716,芳村客运站2 
11961,大刀沙村尾站	2716,芳村客运站2 
11960,草河小学站	2716,芳村客运站2 
11670,裕丰东站	2716,芳村客运站2 
11668,沙北村站	2716,芳村客运站2 
11665,仙岭村站	2716,芳村客运站2 
11662,金湖工业区站	2716,芳村客运站2 
11657,南坑村口站	2716,芳村客运站2 
11655,金山小学站	2716,芳村客运站2 
11650,旧水坑小学站	2716,芳村客运站2 
11648,水濂小学站	2716,芳村客运站2 
11647,新水坑文化中心站	2716,芳村客运站2 
11640,市桥医院(西环路)站	2716,芳村客运站2 
11639,三其大街站	2716,芳村客运站2 
11637,大龙居委站	2716,芳村客运站2 
11633,浮沙村站	2716,芳村客运站2 
11632,古坝市场站	2716,芳村客运站2 
11629,大桥头站	2716,芳村客运站2 
11626,番禺博物馆站	2716,芳村客运站2 
11600,张松村总站	2716,芳村客运站2 
11598,榄核镇政府站	2716,芳村客运站2 
11596,九比村总站	2716,芳村客运站2 
11595,同康路站	2716,芳村客运站2 
11590,地铁东涌总站	2716,芳村客运站2 
11589,东涌名苑站	2716,芳村客运站2 
12188,西丽桥南站	2716,芳村客运站2 
11580,南沙体育馆站	2716,芳村客运站2 
11572,屏一桥站	2716,芳村客运站2 
11571,西二村(西张二路)站	2716,芳村客运站2 
11558,石楼派出所站	2716,芳村客运站2 
11555,裕丰桥站	2716,芳村客运站2 
11552,合兴村站	2716,芳村客运站2 
11550,山门牌坊站	2716,芳村客运站2 
11544,金山村委站	2716,芳村客运站2 
11542,大龙玻璃厂站	2716,芳村客运站2 
11541,石基小学大龙校区站	2716,芳村客运站2 
11539,天德厂站	2716,芳村客运站2 
11538,凌边总站	2716,芳村客运站2 
11532,新水坑村生态园站	2716,芳村客运站2 
11529,西堤小区站	2716,芳村客运站2 
11527,西丽桥北站	2716,芳村客运站2 
11526,长坦村口站	2716,芳村客运站2 
11525,低涌村总站	2716,芳村客运站2 
11523,大龙小学站	2716,芳村客运站2 
11521,大龙经济发展公司站	2716,芳村客运站2 
11518,茶东村西站	2716,芳村客运站2 
11513,万科城站	2716,芳村客运站2 
11510,紫坭村口站	2716,芳村客运站2 
11507,沙龙尾站	2716,芳村客运站2 
11505,华南新城南区正门站	2716,芳村客运站2 
12176,变电站	2716,芳村客运站2 
11491,万安村站	2716,芳村客运站2 
11487,湴湄村站	2716,芳村客运站2 
11486,子沙村委站	2716,芳村客运站2 
11485,八沙村站	2716,芳村客运站2 
11484,八沙村站	2716,芳村客运站2 
11481,蔡新路口站	2716,芳村客运站2 
11480,榄核派出所站	2716,芳村客运站2 
11479,西线路口站	2716,芳村客运站2 
11478,墩塘工业区站	2716,芳村客运站2 
11477,创信鞋厂站	2716,芳村客运站2 
11476,东深天益村站	2716,芳村客运站2 
11470,甘岗村站	2716,芳村客运站2 
11466,滨海花园站	2716,芳村客运站2 
11451,盛泰花园站	2716,芳村客运站2 
11446,官涌村站	2716,芳村客运站2 
11444,新村站	2716,芳村客运站2 
11441,沙尾村站	2716,芳村客运站2 
11438,官桥新村站	2716,芳村客运站2 
11433,东盛路站	2716,芳村客运站2 
11431,旧水坑中心街站	2716,芳村客运站2 
12221,烨辉站	2716,芳村客运站2 
12208,五沙一村站	2716,芳村客运站2 
12226,安博基业公司站	2716,芳村客运站2 
12270,榄核公交站	2716,芳村客运站2 
12259,八哥村站	2716,芳村客运站2 
12239,五沙三村站	2716,芳村客运站2 
12238,五沙大桥收费站	2716,芳村客运站2 
12231,欧洲工业园路口	2716,芳村客运站2 
12194,沙坑牌坊站	2716,芳村客运站2 
12182,南双玉村	2716,芳村客运站2 
12180,南双玉工业区	2716,芳村客运站2 
12178,双坑村	2716,芳村客运站2 
12174,碧桂东苑	2716,芳村客运站2 
12172,雄峰商城	2716,芳村客运站2 
12166,东晖路东	2716,芳村客运站2 
12145,容桂汽车站	2716,芳村客运站2 
12101,北太路东	2716,芳村客运站2 
12120,观龙桥脚站	2716,芳村客运站2 
12114,莲花山车站	2716,芳村客运站2 
12076,湴湄村站	2716,芳村客运站2 
12075,绿村村委站	2716,芳村客运站2 
12074,大生村委站	2716,芳村客运站2 
12073,镇泰厂站	2716,芳村客运站2 
12072,星海小学站	2716,芳村客运站2 
12071,榄核涌站	2716,芳村客运站2 
12070,榄核派出所站	2716,芳村客运站2 
12069,沙湾涌站	2716,芳村客运站2 
12068,墩塘村站	2716,芳村客运站2 
12826,沥心沙收费站	2716,芳村客运站2 
12823,榄塘村站	2716,芳村客运站2 
12821,滴水岩森林公园总站	2716,芳村客运站2 
12820,留耕堂站	2716,芳村客运站2 
12819,留耕堂站	2716,芳村客运站2 
12818,象贤中学站	2716,芳村客运站2 
12817,象贤中学站	2716,芳村客运站2 
12816,沙湾东村站	2716,芳村客运站2 
12815,沙湾东村站	2716,芳村客运站2 
12813,祈福水城站	2716,芳村客运站2 
12812,雅居乐锦官城站	2716,芳村客运站2 
12802,丹桂社区居委会站	2716,芳村客运站2 
12787,广珠路碧江站	2716,芳村客运站2 
12814,祈福水城站	2716,芳村客运站2 
12655,华师生活区站	2716,芳村客运站2 
12636,实验中学站	2716,芳村客运站2 
12487,地玄村站	2716,芳村客运站2 
12480,东线路北站	2716,芳村客运站2 
12471,峻新路口站	2716,芳村客运站2 
12456,华侨城北门站	2716,芳村客运站2 
12446,甘棠村站	2716,芳村客运站2 
12424,三村海丰南站	2716,芳村客运站2 
12811,雅居乐锦官城站	2716,芳村客运站2 
12806,大板工业区站	2716,芳村客运站2 
12800,上佳市站	2716,芳村客运站2 
12798,容山书院站	2716,芳村客运站2 
12796,新球医院站	2716,芳村客运站2 
12793,大良交警中队站	2716,芳村客运站2 
12792,林头西站	2716,芳村客运站2 
12789,顺联广场站	2716,芳村客运站2 
11400,三善中村站	2716,芳村客运站2 
11429,旧水坑派出所(旧村西路)站	2716,芳村客运站2 
11425,凌边村委站	2716,芳村客运站2 
11421,龙美村(迎新路)站	2716,芳村客运站2 
11420,东沙村站	2716,芳村客运站2 
11413,长沙路站	2716,芳村客运站2 
11412,区公汽东门站	2716,芳村客运站2 
11411,前锋工业区站	2716,芳村客运站2 
11407,华景新城站	2716,芳村客运站2 
11404,古东工业区站	2716,芳村客运站2 
11403,象俊中学站	2716,芳村客运站2 
6295,碑记街口站	2716,芳村客运站2 
6290,姜洞村站	2716,芳村客运站2 
4898,荷光路中站	2716,芳村客运站2 
4897,荷光路中站	2716,芳村客运站2 
4896,荷光路站	2716,芳村客运站2 
4895,荷光路站	2716,芳村客运站2 
4894,荷光路口总站	2716,芳村客运站2 
4889,河水东大街站	2716,芳村客运站2 
4888,河水东大街站	2716,芳村客运站2 
4887,河水东大街口总站	2716,芳村客运站2 
4886,河水大街站	2716,芳村客运站2 
4885,河水大街站	2716,芳村客运站2 
4862,何布村站	2716,芳村客运站2 
4856,禾丰路中站	2716,芳村客运站2 
4853,禾丰二纵路口站	2716,芳村客运站2 
4850,禾丰村站	2716,芳村客运站2 
12804,汀根村委站	2716,芳村客运站2 
12626,大涵小学站	2716,芳村客运站2 
12484,东盛路中站	2716,芳村客运站2 
12483,蔗山村口站	2716,芳村客运站2 
12478,金山村委总站	2716,芳村客运站2 
20072,机场南	2716,芳村客运站2 
20014,人和	2716,芳村客运站2 
12646,亭角大桥北站	2716,芳村客运站2 
12645,亭角大桥北站	2716,芳村客运站2 
12644,大岗车站	2716,芳村客运站2 
12628,石龙头总站	2716,芳村客运站2 
12627,大涵小学站	2716,芳村客运站2 
12624,大涵村委站	2716,芳村客运站2 
20038,嘉禾望岗	2716,芳村客运站2 
20144,龙归	2716,芳村客运站2 
12587,长新路口站	2716,芳村客运站2 
12585,一一六中学站	2716,芳村客运站2 
12583,广外南国商学院站	2716,芳村客运站2 
20102,白云大道北	2716,芳村客运站2 
20025,凤凰新村	2716,芳村客运站2 
20064,文冲	2716,芳村客运站2 
20044,大沙东	2716,芳村客运站2 
20045,大沙地	2716,芳村客运站2 
20136,鱼珠	2716,芳村客运站2 
20004,三溪	2716,芳村客运站2 
20005,东圃	2716,芳村客运站2 
20128,车陂南	2716,芳村客运站2 
20109,科韵路	2716,芳村客运站2 
20036,员村	2716,芳村客运站2 
20096,猎德	2716,芳村客运站2 
11943,牛角桥北站	2716,芳村客运站2 
11942,牛角村站	2716,芳村客运站2 
11939,张松村桥站	2716,芳村客运站2 
11938,张松工业区站	2716,芳村客运站2 
11937,良地埠站	2716,芳村客运站2 
11936,新涌村委站	2716,芳村客运站2 
11935,镇泰厂站	2716,芳村客运站2 
11932,太石村南沙大道站	2716,芳村客运站2 
11930,小鸟桥站	2716,芳村客运站2 
20093,潭村	2716,芳村客运站2 
20098,珠江新城	2716,芳村客运站2 
20012,五羊邨	2716,芳村客运站2 
11923,蕉门地铁总站	2716,芳村客运站2 
20074,杨箕	2716,芳村客运站2 
20026,动物园	2716,芳村客运站2 
20027,区庄	2716,芳村客运站2 
20091,淘金	2716,芳村客运站2 
20055,小北	2716,芳村客运站2 
20120,西村	2716,芳村客运站2 
11908,番禺会议中心站	2716,芳村客运站2 
11906,复苏站	2716,芳村客运站2 
11902,官桥村站	2716,芳村客运站2 
11901,柏堂村站	2716,芳村客运站2 
11900,化龙车站	2716,芳村客运站2 
11899,番艺花园站	2716,芳村客运站2 
11897,旧水坑村尾站	2716,芳村客运站2 
11896,美食广场南门站	2716,芳村客运站2 
11894,榕林路口站	2716,芳村客运站2 
11890,凌边十队站	2716,芳村客运站2 
11887,文边总站	2716,芳村客运站2 
11884,旧水坑村委站	2716,芳村客运站2 
11880,富豪山庄总站	2716,芳村客运站2 
11879,区工商局站	2716,芳村客运站2 
11878,海傍路站	2716,芳村客运站2 
11876,恒升工业园站	2716,芳村客运站2 
11875,石基四中站	2716,芳村客运站2 
11874,前锋工业区站	2716,芳村客运站2 
11873,捷达莱堡厂站	2716,芳村客运站2 
11872,低涌村委站	2716,芳村客运站2 
11868,草河村委站	2716,芳村客运站2 
11866,喜盈雅境站	2716,芳村客运站2 
11865,番中路口站	2716,芳村客运站2 
11861,古坝电影院站	2716,芳村客运站2 
11860,龙湾村站	2716,芳村客运站2 
11858,理工学院站	2716,芳村客运站2 
11856,磷肥厂站	2716,芳村客运站2 
11855,青峰气站	2716,芳村客运站2 
11854,大罗村(银平路)站	2716,芳村客运站2 
11853,银平路站	2716,芳村客运站2 
11850,南快桥站	2716,芳村客运站2 
20063,广州火车站	2716,芳村客运站2 
20117,西场	2716,芳村客运站2 
20010,中山八	2716,芳村客运站2 
20040,坦尾	2716,芳村客运站2 
20092,滘口	2716,芳村客运站2 
20139,黄村	2716,芳村客运站2 
20126,车陂	2716,芳村客运站2 
20127,车陂南	2716,芳村客运站2 
20001,万胜围	2716,芳村客运站2 
20051,官洲	2716,芳村客运站2 
20066,新造	2716,芳村客运站2 
20043,大学城南	2716,芳村客运站2 
20042,大学城北	2716,芳村客运站2 
20106,石碁	2716,芳村客运站2 
20088,海傍	2716,芳村客运站2 
20016,低涌	2716,芳村客运站2 
11825,新队站	2716,芳村客运站2 
11824,新队站	2716,芳村客运站2 
11823,人民村站	2716,芳村客运站2 
