938,新业路口站	1037,雅瑶镇医院站 
10596,花都客运站	2179,创业路站 
10890,环城东路南站	2179,创业路站 
10519,富利达橡胶厂站	2179,创业路站 
10515,棠树小学站	2179,创业路站 
10435,港头站	2179,创业路站 
10420,莲塘市场站	2179,创业路站 
8778,怡发拉链厂站	2179,创业路站 
8777,官坦村站	2179,创业路站 
8124,大利高站	2179,创业路站 
8106,灵山成校站	2179,创业路站 
7640,万寿路站总站	2179,创业路站 
7602,珠岛花园公交场站	2179,创业路站 
7172,矮岗村委站	2179,创业路站 
10670,陆居路	2179,创业路站 
10122,红旗路站	2179,创业路站 
10108,天蕴路站	2179,创业路站 
10368,万信达站	2179,创业路站 
10689,鹤泰路西站	2179,创业路站 
7454,长红小学站	2179,创业路站 
7170,西成路站	2179,创业路站 
10754,南岭工业区中路站	2179,创业路站 
10749,南岭工业区五横路口站	2179,创业路站 
10745,坑背工业街站	2179,创业路站 
10631,九太路站	2179,创业路站 
10624,益群市场站	2179,创业路站 
10517,园玄道观站	2179,创业路站 
10461,缠岗站	2179,创业路站 
10370,花都农校站	2179,创业路站 
9159,海中北路中站	2179,创业路站 
10969,西城水果批发市场站	2179,创业路站 
10927,桥东小学站	2179,创业路站 
10911,康裕西苑站	2179,创业路站 
10688,鹤泰路中站	2179,创业路站 
10647,瑶池西街口站	2179,创业路站 
10611,望顶村站	2179,创业路站 
10430,富力金港城站	2179,创业路站 
9452,师大暨大站1	2179,创业路站 
9986,丹山村(西环路)站	2179,创业路站 
9243,东乡水闸站	2179,创业路站 
9170,广东商贸职业学校站	2179,创业路站 
9164,海中八路站	2179,创业路站 
6997,旗峰小学	2179,创业路站 
6995,横江路口站	2179,创业路站 
6959,海布站	2179,创业路站 
6949,明华市场站	2179,创业路站 
6598,井岗大道南街口站	2179,创业路站 
6587,井岗大道北街站	2179,创业路站 
3788,牛牯潭站	2179,创业路站 
3766,南洲北(好又多)总站	2179,创业路站 
3745,南燕路站	2179,创业路站 
6385,同和总站	2179,创业路站 
6600,雄丰路口站	2179,创业路站 
10756,南岭村委站	2179,创业路站 
10753,南岭工业区四横路站	2179,创业路站 
10752,南岭工业区南路站	2179,创业路站 
10750,南岭工业区八横路站	2179,创业路站 
10746,长湴街站	2179,创业路站 
10743,地糖街尾站	2179,创业路站 
10742,武警广州指挥学院正门站	2179,创业路站 
10723,金水里村口站	2179,创业路站 
10716,下佰坑村口站	2179,创业路站 
10714,建设新街站	2179,创业路站 
10713,凤凰下街站	2179,创业路站 
10710,庄埔路中站	2179,创业路站 
10685,地铁江夏站总站	2179,创业路站 
10633,九佛二中北门站	2179,创业路站 
10625,奇才新村站	2179,创业路站 
10621,旗新村站	2179,创业路站 
9195,广州科贸学院站	2179,创业路站 
8779,锦兴染厂站	2179,创业路站 
10436,水口营站	2179,创业路站 
8161,顺河村站	2179,创业路站 
8130,镇标站	2179,创业路站 
8121,西樵村站	2179,创业路站 
8096,欣荣路口站	2179,创业路站 
10579,火车站	2179,创业路站 
10574,郭塘加油站	2179,创业路站 
10518,广州仟湖水族公司站	2179,创业路站 
9236,和平路口站	2179,创业路站 
10457,新桥头站	2179,创业路站 
8871,天益工业区站	2179,创业路站 
8864,裕丰钢铁厂站	2179,创业路站 
8792,界涌桥站	2179,创业路站 
8646,阳光城市广场站	2179,创业路站 
8628,龙古村站	2179,创业路站 
8624,大岗中船基地站	2179,创业路站 
8619,增沙村站	2179,创业路站 
9155,凤西二路站	2179,创业路站 
10431,保良村站	2179,创业路站 
8867,良角站	2179,创业路站 
10344,盘古中路站	2179,创业路站 
8780,励业染厂站	2179,创业路站 
8634,大岗医院站	2179,创业路站 
8614,大岗镇政府站	2179,创业路站 
8589,莲花山庄站	2179,创业路站 
8584,蒲岗路口站	2179,创业路站 
8574,大岭村龙漖路口站	2179,创业路站 
10124,福龙路站	2179,创业路站 
10661,南洲北路(好又多)站	2179,创业路站 
7541,槎溪大道站	2179,创业路站 
3734,南湾站	2179,创业路站 
3733,南湾站	2179,创业路站 
3727,南田坊站	2179,创业路站 
10690,黄鹤路口站	2179,创业路站 
10645,东二路(国际会议中心)	2179,创业路站 
10434,吉星村站	2179,创业路站 
10423,新华中学站	2179,创业路站 
10421,宝田加油站	2179,创业路站 
10416,花城站	2179,创业路站 
10415,席草塘站	2179,创业路站 
10383,万科兰侨圣菲花园站	2179,创业路站 
9244,东乡村站	2179,创业路站 
9241,水厂路口站	2179,创业路站 
10379,新庄村站	2179,创业路站 
10377,旗岭市场站	2179,创业路站 
10375,华严寺站	2179,创业路站 
10345,龙泉路口站	2179,创业路站 
8552,岗尾站	2179,创业路站 
7256,同康路总站	2179,创业路站 
3716,南社站	2179,创业路站 
3715,南社站	2179,创业路站 
9347,倚绿山庄站	2179,创业路站 
9166,海中村委站	2179,创业路站 
8862,博盈站	2179,创业路站 
8839,南涌村委会站	2179,创业路站 
11215,东泰工业区站	2179,创业路站 
11214,大龙路口站	2179,创业路站 
7080,时代糖果	2179,创业路站 
7038,兴龙一新村站	2179,创业路站 
7036,藤业路	2179,创业路站 
11213,凌边六队站	2179,创业路站 
6902,田心大路口站	2179,创业路站 
11212,坑头工业区站	2179,创业路站 
11211,木棉脚站	2179,创业路站 
6871,粤溪牌坊站	2179,创业路站 
11210,水濂小学站	2179,创业路站 
6861,河边大道口站	2179,创业路站 
11208,蔡三村总站	2179,创业路站 
11207,榄塘村委站	2179,创业路站 
11204,何贤医院(环城东路站)站	2179,创业路站 
4115,三角亭站	2179,创业路站 
4100,瑞南路站	2179,创业路站 
4097,瑞南路口站	2179,创业路站 
11122,沙涌村(市莲路)站	2179,创业路站 
10959,塘涌站	2179,创业路站 
10928,三桥北站	2179,创业路站 
10925,岐头村站	2179,创业路站 
10912,福冠路口站	2179,创业路站 
10849,东城小学站	2179,创业路站 
10693,鹤泰路西站	2179,创业路站 
10443,北兴供电所站	2179,创业路站 
10425,新世纪广场站	2179,创业路站 
10372,南昌里站	2179,创业路站 
10310,将军潭站	2179,创业路站 
10308,花都永久墓园站	2179,创业路站 
3891,七十三中学站	2179,创业路站 
10893,环城西路站	2179,创业路站 
10460,白石站	2179,创业路站 
10412,梯面汽车总站	2179,创业路站 
10258,桥中站	2179,创业路站 
11352,南派村站	2179,创业路站 
9257,南浦综合市场站	2179,创业路站 
9214,诜村路口站	2179,创业路站 
11351,南派花场站	2179,创业路站 
11350,西窖村站	2179,创业路站 
11347,江鸥村站	2179,创业路站 
8863,太石市场站	2179,创业路站 
11111,东导桥站	2179,创业路站 
11057,鱼窝头车站站	2179,创业路站 
8340,九一村站	2179,创业路站 
8321,岗埔街站	2179,创业路站 
8319,新村一巷站	2179,创业路站 
11020,宜安村站	2179,创业路站 
7805,中二横路西站	2179,创业路站 
10438,北兴站	2179,创业路站 
10409,席草塘站	2179,创业路站 
10339,太子广场站	2179,创业路站 
9519,南沙牌坊站	2179,创业路站 
9925,粤溪大街站	2179,创业路站 
5763,金宇花园总站	2179,创业路站 
8587,茭塘西站	2179,创业路站 
8585,利联仓行站	2179,创业路站 
8575,莲花山庄站	2179,创业路站 
8572,灵兴工业园站	2179,创业路站 
8551,横沥中街口站	2179,创业路站 
9944,东平(横岗)总站	2179,创业路站 
7804,中二横路西站	2179,创业路站 
7723,南浦村站	2179,创业路站 
7553,潭村综合市场站	2179,创业路站 
7362,石塘水泥厂站	2179,创业路站 
7354,国光厂站	2179,创业路站 
6605,金沙小区站	2179,创业路站 
6595,井岗大道北街站	2179,创业路站 
4082,瑞海市场站	2179,创业路站 
4080,瑞海路口站	2179,创业路站 
4075,瑞宝乡站	2179,创业路站 
4073,瑞宝南路站	2179,创业路站 
11202,市桥大桥站	2179,创业路站 
11201,长堤中站	2179,创业路站 
11200,民政局婚姻登记处站	2179,创业路站 
11199,西堤小区站	2179,创业路站 
11197,华侨城站	2179,创业路站 
11196,恒升工业园站	2179,创业路站 
11195,区公汽东门站	2179,创业路站 
11194,石基四中站	2179,创业路站 
11193,捷达莱堡厂站	2179,创业路站 
11192,海涌路站	2179,创业路站 
11190,富庭花园站	2179,创业路站 
11189,沙涌村(富怡路)站	2179,创业路站 
11188,沙涌村(富怡路)站	2179,创业路站 
9158,龙溪大道西站	2179,创业路站 
9099,铁路边站	2179,创业路站 
11187,茶东东村站	2179,创业路站 
11183,洋五洲站	2179,创业路站 
11182,新洲村委站	2179,创业路站 
11181,象俊中学站	2179,创业路站 
8191,凤尾村委站	2179,创业路站 
11176,南区公园(南城路)站	2179,创业路站 
11345,贵斗村站	2179,创业路站 
11344,沙南村站	2179,创业路站 
11342,化龙第二小学站	2179,创业路站 
11341,草堂车站	2179,创业路站 
11340,草堂村站	2179,创业路站 
11339,美特厂站	2179,创业路站 
11338,美特厂站	2179,创业路站 
11337,官桥村站	2179,创业路站 
11336,柏堂牌坊站	2179,创业路站 
11335,化龙公园站	2179,创业路站 
11332,市桥街计生办站	2179,创业路站 
11331,东兴路口站	2179,创业路站 
11330,茶东村站	2179,创业路站 
10883,规划局站	2179,创业路站 
10871,福龙工业区站	2179,创业路站 
10695,鹤泰路东站	2179,创业路站 
10686,江夏东一路站	2179,创业路站 
10313,赤坭墟站	2179,创业路站 
9746,北站路站	2179,创业路站 
6952,纳海皮具园站	2179,创业路站 
6946,杨屋路口站	2179,创业路站 
9444,岗顶站1	2179,创业路站 
10516,广东行政学院站	2179,创业路站 
10462,国泰站	2179,创业路站 
10440,杨二村站	2179,创业路站 
10432,华侨农场站	2179,创业路站 
10413,大沙坪站	2179,创业路站 
10408,花城站	2179,创业路站 
10407,石灰场站	2179,创业路站 
10382,芙蓉花园站	2179,创业路站 
9275,会江村站	2179,创业路站 
9212,石北路口站	2179,创业路站 
10373,花卉市场站	2179,创业路站 
9154,海中北路中站	2179,创业路站 
10319,星城站	2179,创业路站 
8730,玉兰路站	2179,创业路站 
10291,剑岭站	2179,创业路站 
8127,安顺村站	2179,创业路站 
10442,杨二村站	2179,创业路站 
10439,北兴供电所站	2179,创业路站 
10433,花侨市场站	2179,创业路站 
10376,旗岭站	2179,创业路站 
10374,交通驾培中心站	2179,创业路站 
10367,人才市场站	2179,创业路站 
10321,飞达厂站	2179,创业路站 
10211,东湖洲花园站A	2179,创业路站 
7364,东镜市场站	2179,创业路站 
7284,雅瑶市场站	2179,创业路站 
6589,罗溪村委站	2179,创业路站 
5834,九龙镇新市场站	2179,创业路站 
8781,东导村委站	2179,创业路站 
8756,培贤路站	2179,创业路站 
8752,锦兴染厂站	2179,创业路站 
8715,海味一条街站	2179,创业路站 
8640,潭洲医院站	2179,创业路站 
8649,新围村总站	2179,创业路站 
8645,岭东村站	2179,创业路站 
8641,上村站	2179,创业路站 
8632,二湾路口站	2179,创业路站 
8623,新联一村站	2179,创业路站 
8618,放马村站	2179,创业路站 
8608,南沙村站	2179,创业路站 
8605,南顺一村站	2179,创业路站 
8601,中埠村站	2179,创业路站 
8590,大岭村龙漖路口站	2179,创业路站 
8563,柏兴中路站	2179,创业路站 
8549,太成路站	2179,创业路站 
10805,运动员一三区站	2179,创业路站 
10667,五眼桥西约站	2179,创业路站 
10666,五眼桥西约站	2179,创业路站 
7732,官桥牌坊站	2179,创业路站 
7726,赤岗新村站	2179,创业路站 
7254,横沙路站	2179,创业路站 
7014,里水客运站	2179,创业路站 
7008,丰岗站	2179,创业路站 
6711,郭塘村尾站	2179,创业路站 
10414,正迳站	2179,创业路站 
9518,南沙牌坊站	2179,创业路站 
10340,阳光路站	2179,创业路站 
10337,团结路口站	2179,创业路站 
10267,园坛岭路站	2179,创业路站 
9169,东海北路口站	2179,创业路站 
10056,星岛环南路中站	2179,创业路站 
8858,草河村站	2179,创业路站 
11228,山门牌坊站	2179,创业路站 
8793,海傍小学站	2179,创业路站 
11227,山门村站	2179,创业路站 
8764,石牌村站	2179,创业路站 
8751,励业染厂站	2179,创业路站 
11226,岳溪村站	2179,创业路站 
11225,沙亭总站	2179,创业路站 
11224,柏堂牌坊站	2179,创业路站 
11223,桥福园(东环路)站	2179,创业路站 
11222,交警大队站	2179,创业路站 
7728,石楼牌坊站	2179,创业路站 
11219,茶东小学站	2179,创业路站 
11217,丰达电机厂站	2179,创业路站 
5824,九佛二中站	2179,创业路站 
8801,贵冲站	2179,创业路站 
8794,海傍幼儿园站	2179,创业路站 
8786,东城市场站	2179,创业路站 
8776,培贤路站	2179,创业路站 
8775,东涌吉祥路站	2179,创业路站 
8765,沙公堡村	2179,创业路站 
8759,东涌医院站	2179,创业路站 
8758,东涌镇政府站	2179,创业路站 
8754,官坦村站	2179,创业路站 
8550,横沥北街口站	2179,创业路站 
10419,花山第二工业区站	2179,创业路站 
7596,白鹅潭酒吧街站	2179,创业路站 
7557,潭村文化广场站	2179,创业路站 
10059,星汉大道北站	2179,创业路站 
7015,银印站	2179,创业路站 
6773,纲领南路站	2179,创业路站 
6619,杨山村委站	2179,创业路站 
6500,海傍村站	2179,创业路站 
5803,景泰直街北站	2179,创业路站 
8194,凤尾路站	2179,创业路站 
8157,雁沙村站	2179,创业路站 
11355,易发步行街站	2179,创业路站 
11353,新兴渔村站	2179,创业路站 
11174,地铁海傍站总站	2179,创业路站 
7696,德信路站	2179,创业路站 
7681,傍新路口站	2179,创业路站 
11056,鱼窝头大道站	2179,创业路站 
11045,中教村站	2179,创业路站 
11016,灵山医院站	2179,创业路站 
6636,小塘北路站	2179,创业路站 
6629,蓼江村北站	2179,创业路站 
6593,罗溪村委站	2179,创业路站 
8419,亭角北站	2179,创业路站 
11007,禺山高级中学站	2179,创业路站 
10905,解放路站	2179,创业路站 
10864,番安教考场站	2179,创业路站 
10862,东园新村站	2179,创业路站 
10841,陈涌市场站	2179,创业路站 
8109,平稳工业区站	2179,创业路站 
10612,九龙湖站	2179,创业路站 
7317,两龙市场站	2179,创业路站 
7286,镇一小站	2179,创业路站 
7253,白沙小学站	2179,创业路站 
6686,南村公园站	2179,创业路站 
8711,亭角大桥东站	2179,创业路站 
8177,潭洲市场站	2179,创业路站 
8160,榄九路口站	2179,创业路站 
8129,东涌东丫村站	2179,创业路站 
8125,石基村(市南路)站	2179,创业路站 
8120,上坭村站	2179,创业路站 
7556,南新大街口站	2179,创业路站 
6772,竹二村站	2179,创业路站 
6712,郭石路口站	2179,创业路站 
6620,鹤岗村站	2179,创业路站 
6596,井岗村委站	2179,创业路站 
5777,锦城花园(东风东)总站②	2179,创业路站 
5766,金洲北路站	2179,创业路站 
3890,七十三中学站	2179,创业路站 
10936,沙头村站	2179,创业路站 
10879,公安基地站	2179,创业路站 
10869,福德路口站	2179,创业路站 
10854,东江市场站	2179,创业路站 
10848,大平市场站	2179,创业路站 
10843,陈涌站	2179,创业路站 
10622,新扬村站	2179,创业路站 
10620,三华村口站	2179,创业路站 
10520,颐养院站	2179,创业路站 
10380,经济贸易职业学校站	2179,创业路站 
9453,岗顶站2	2179,创业路站 
10369,南菱汽车城站	2179,创业路站 
9217,诜村村委会站	2179,创业路站 
9194,板桥东站	2179,创业路站 
9163,凤西二路站	2179,创业路站 
10335,横坑迳站	2179,创业路站 
9098,铁路边站	2179,创业路站 
10171,太平路口站	2179,创业路站 
10057,星岛环南路（星汗一路路口）站	2179,创业路站 
6663,夏良路中站	2179,创业路站 
6662,夏良中心公园站	2179,创业路站 
9286,浮山大街口站	2179,创业路站 
9235,石南路站	2179,创业路站 
8876,三沙村口站	2179,创业路站 
11307,茶东村(富怡路)站	2179,创业路站 
8803,石楼镇政府站	2179,创业路站 
8156,坳尾村站	2179,创业路站 
8155,下坭村站	2179,创业路站 
8143,镇标站	2179,创业路站 
11303,汇景大道站	2179,创业路站 
11302,龙湾路口站	2179,创业路站 
8123,墩涌站	2179,创业路站 
8094,潭洲车站总站	2179,创业路站 
10178,增南路芳村车管所站	2179,创业路站 
10119,红旗路南站	2179,创业路站 
9987,丹山村(西环路)站	2179,创业路站 
9274,会江村委站	2179,创业路站 
9245,南浦车站	2179,创业路站 
9924,粤溪村委站	2179,创业路站 
9542,艺苑南路口站	2179,创业路站 
6524,湖洲站	2179,创业路站 
9162,地铁龙溪站	2179,创业路站 
11323,凌边村站	2179,创业路站 
11322,凌边一队站	2179,创业路站 
11321,坑头生态园站	2179,创业路站 
8869,天益桥站	2179,创业路站 
8761,昌利工业城站	2179,创业路站 
8750,东导村委站	2179,创业路站 
11320,旧水坑小学站	2179,创业路站 
8636,大岗派出所站	2179,创业路站 
8631,雍富酒店站	2179,创业路站 
8622,新联二村总站	2179,创业路站 
8607,中埠村站	2179,创业路站 
8603,南顺一村站	2179,创业路站 
8599,大岗园林宾馆路口站	2179,创业路站 
8596,浮莲岗站	2179,创业路站 
8593,莲花山度假村站	2179,创业路站 
8581,胜洲村中心站	2179,创业路站 
8578,茭塘东站	2179,创业路站 
11319,新水坑文化中心站	2179,创业路站 
11318,新水坑牌坊站	2179,创业路站 
11316,蔡三村站	2179,创业路站 
8420,亭角南站	2179,创业路站 
8158,沙角村站	2179,创业路站 
8132,励业路口站	2179,创业路站 
11314,老干部活动中心站	2179,创业路站 
8095,潭洲市场站	2179,创业路站 
11313,长沙路站	2179,创业路站 
11312,前锋路站	2179,创业路站 
11113,新桥东站	2179,创业路站 
11110,七十七站	2179,创业路站 
11097,东导桥站	2179,创业路站 
7365,东镜站	2179,创业路站 
7251,海北大道站	2179,创业路站 
7247,彩滨北路站	2179,创业路站 
6950,溢盈广场站	2179,创业路站 
9451,上社站1	2179,创业路站 
9446,上社站1	2179,创业路站 
11074,十二队站	2179,创业路站 
11060,万洲村(解放队)站	2179,创业路站 
8627,马前村站	2179,创业路站 
8617,马前村站	2179,创业路站 
8615,北流村站	2179,创业路站 
7714,大龙桥站	2179,创业路站 
10692,黄鹤路口站	2179,创业路站 
7558,潭村牌坊站	2179,创业路站 
7551,潭村文化广场站	2179,创业路站 
7363,中心社区站	2179,创业路站 
7315,花都一中站	2179,创业路站 
7283,雅瑶医院站	2179,创业路站 
7166,人和华成路东站	2179,创业路站 
9941,东平北路站	2179,创业路站 
7070,石井大道(工业园)	2179,创业路站 
6630,蓼江上梁站	2179,创业路站 
9806,大同牌坊站	2179,创业路站 
7288,花都钟村站	2179,创业路站 
3864,平洲冲口站	2179,创业路站 
11295,草河村牌坊站	2179,创业路站 
11294,眉山村站	2179,创业路站 
11292,华南新城南大路口站	2179,创业路站 
11273,万安工业区站	2179,创业路站 
11272,良地埠站	2179,创业路站 
11271,民生桥北站	2179,创业路站 
11269,榄核长江数码花园站	2179,创业路站 
11268,榄核成校站	2179,创业路站 
11264,同康路站	2179,创业路站 
11263,永大集团站	2179,创业路站 
11261,甘岗村委总站	2179,创业路站 
11256,广州外国语学校站	2179,创业路站 
11054,丹乐食品站	2179,创业路站 
11053,马克村总站	2179,创业路站 
9248,西三村口站	2179,创业路站 
10997,新市桥汽车站总站	2179,创业路站 
10990,象圣中学站	2179,创业路站 
10804,媒体村站	2179,创业路站 
8553,太岗路中站	2179,创业路站 
10110,地铁文冲站总站	2179,创业路站 
9722,江高路口站	2179,创业路站 
9833,地铁坦尾站	2179,创业路站 
11107,三坭涌站	2179,创业路站 
11064,十二队站	2179,创业路站 
7646,东方二路站	2179,创业路站 
7555,潭村综合市场站	2179,创业路站 
7360,邦一工业园站	2179,创业路站 
7219,凤和村站	2179,创业路站 
6604,金沙北路站	2179,创业路站 
9834,太和岗路口站	2179,创业路站 
7004,洲村站	2179,创业路站 
7000,信和广场站	2179,创业路站 
9830,东风西路站 2	2179,创业路站 
6714,石南路口站	2179,创业路站 
6709,郭塘小学站	2179,创业路站 
6708,郭塘村口站	2179,创业路站 
6685,南村中路站	2179,创业路站 
6659,南村中路站	2179,创业路站 
6590,罗溪路站	2179,创业路站 
6586,井岗村委站	2179,创业路站 
6583,井岗村口站	2179,创业路站 
6550,平洲玉器街	2179,创业路站 
9584,石湖村东站	2179,创业路站 
7719,海涌路口站	2179,创业路站 
7717,石基中学站	2179,创业路站 
5998,柯木塱大坪街站	2179,创业路站 
8164,平稳村站	2179,创业路站 
8107,灵山村站	2179,创业路站 
11115,新桥村站	2179,创业路站 
11099,安顺涌站	2179,创业路站 
11070,沙尾站	2179,创业路站 
10984,西园站	2179,创业路站 
10979,西丽路站	2179,创业路站 
10976,西丽工业区站	2179,创业路站 
10971,西村北山站	2179,创业路站 
10962,汀根小学站	2179,创业路站 
10939,沙头市场站	2179,创业路站 
7806,大学城综合商业北区总站	2179,创业路站 
7491,侨港路口	2179,创业路站 
10459,瑞玲站	2179,创业路站 
10417,石灰场站	2179,创业路站 
10378,高新技术学校路口站	2179,创业路站 
6710,郭塘村站	2179,创业路站 
6592,罗溪路站	2179,创业路站 
6541,平洲医院路口	2179,创业路站 
7718,金井坊站	2179,创业路站 
7712,长沙路口站	2179,创业路站 
7697,德宝花园站	2179,创业路站 
7455,东平东凤西路站	2179,创业路站 
7359,财富工业园站	2179,创业路站 
7358,朗悦君庭站	2179,创业路站 
7357,永利路口站	2179,创业路站 
7355,国光厂宿舍站	2179,创业路站 
7316,花都音像厂站	2179,创业路站 
7289,新街水果市场站	2179,创业路站 
7245,横沙村站	2179,创业路站 
10847,大平市场站	2179,创业路站 
7180,人和华成路东站	2179,创业路站 
10636,山龙村委站	2179,创业路站 
10055,星岛环南路北站	2179,创业路站 
6502,亚运城站	2179,创业路站 
10049,生物岛叠翠园总站	2179,创业路站 
5977,康龙大街站	2179,创业路站 
5974,康乐五社站	2179,创业路站 
5972,康乐三社站	2179,创业路站 
5967,康湖大街站	2179,创业路站 
7112,上庄站	2179,创业路站 
7007,丰岗收费站	2179,创业路站 
9926,上步大道口站	2179,创业路站 
7721,永善村站	2179,创业路站 
7600,珠岛花园站	2179,创业路站 
7552,南新大街口站	2179,创业路站 
7539,槎头万龙二街站	2179,创业路站 
9607,滘心路北站	2179,创业路站 
7361,石塘卫生站	2179,创业路站 
7353,云峰花园站	2179,创业路站 
7287,交运技术学院站	2179,创业路站 
7252,白沙村委站	2179,创业路站 
7194,云城东路(云城南二路口)站	2179,创业路站 
7069,石井大道中	2179,创业路站 
2059,茶叶市场站	2179,创业路站 
2045,策边村站	2179,创业路站 
1997,滨海半岛站	2179,创业路站 
1990,碧映路西站	2179,创业路站 
1988,碧映路东站	2179,创业路站 
6862,河边大道站	2179,创业路站 
10274,东石牌坊站	2179,创业路站 
10097,新南街站	2179,创业路站 
10069,石中路口站 	2179,创业路站 
6661,夏良村委站	2179,创业路站 
6622,九潭村站	2179,创业路站 
6618,杨山村站	2179,创业路站 
6611,叶边市场站	2179,创业路站 
10068,石中路口站	2179,创业路站 
6601,江高(江村墟)总站	2179,创业路站 
6597,井岗大道北街口站	2179,创业路站 
6588,罗溪中路站	2179,创业路站 
6548,平南市场	2179,创业路站 
9740,丽美酒店站	2179,创业路站 
5956,开泰大道(科学城商务中心)站	2179,创业路站 
5955,开泰大道(科学城商务中心)站	2179,创业路站 
11155,天安科技园总站	2179,创业路站 
10935,沙头村站	2179,创业路站 
10931,三桥南站	2179,创业路站 
10930,三桥丹山水闸站	2179,创业路站 
10921,南区市场站	2179,创业路站 
10910,康裕西苑站	2179,创业路站 
10903,捷进中路站	2179,创业路站 
10899,江南商业城小区站	2179,创业路站 
10897,机关幼儿园站	2179,创业路站 
10886,荷景花园站	2179,创业路站 
12135,北滘交通中心	2179,创业路站 
11170,广医四院南门站	2179,创业路站 
11112,东导小学站	2179,创业路站 
11109,安顺涌站	2179,创业路站 
11106,石基小学站	2179,创业路站 
11103,石基村市场站	2179,创业路站 
11096,东导小学站	2179,创业路站 
11089,鱼窝头社区中心站	2179,创业路站 
11088,东深桥站	2179,创业路站 
11071,十三队站	2179,创业路站 
11067,十三队站	2179,创业路站 
11063,红星村站	2179,创业路站 
11050,高新沙路口站	2179,创业路站 
11012,仲元中学站	2179,创业路站 
11003,涌边村站	2179,创业路站 
11001,雅荷居站	2179,创业路站 
10951,沙园村站	2179,创业路站 
10941,沙头中学站	2179,创业路站 
10933,沙南路站	2179,创业路站 
10915,龙岐村委站	2179,创业路站 
10908,康裕北苑站	2179,创业路站 
10900,江南新村站	2179,创业路站 
10894,黄沙岛花园站	2179,创业路站 
11147,知识城政务中心站	2179,创业路站 
11143,凤凰三路站	2179,创业路站 
11105,石基村市场站	2179,创业路站 
11073,七队站	2179,创业路站 
11065,七队站	2179,创业路站 
11061,万洲村委站	2179,创业路站 
11046,庙青村站	2179,创业路站 
11019,庙贝村站	2179,创业路站 
10985,蚬涌路口站	2179,创业路站 
10956,市桥医院(捷进中路)站	2179,创业路站 
10917,龙岐村站	2179,创业路站 
10889,华侨城总站	2179,创业路站 
7715,石基镇政府站	2179,创业路站 
7713,汉基工业区站	2179,创业路站 
10305,风神工商银行站	2179,创业路站 
7803,中二横路东站	2179,创业路站 
7729,莲花山交警中队站	2179,创业路站 
7725,潮田工业区站	2179,创业路站 
7673,石基村站	2179,创业路站 
10209,雁洲路口站	2179,创业路站 
6002,柯木塱西路站	2179,创业路站 
6001,柯木塱市场站	2179,创业路站 
8336,胡忠医院站	2179,创业路站 
8320,重岗村委站	2179,创业路站 
8318,驳塘街站	2179,创业路站 
11361,钟村文化广场站	2179,创业路站 
8167,灵山路口北站	2179,创业路站 
8111,灵岗二桥站	2179,创业路站 
11169,亚运城国际商业街站	2179,创业路站 
11145,凤凰三横路站	2179,创业路站 
11168,亚运城体验中心站	2179,创业路站 
7724,陈戴巷站	2179,创业路站 
7540,彭加木公园站	2179,创业路站 
7376,广州国际物流中心站	2179,创业路站 
7356,东莞村口站	2179,创业路站 
2783,凤凰中学站	2179,创业路站 
2533,东塱市场站	2179,创业路站 
2523,东璟街站	2179,创业路站 
2419,地铁三元里(C2出口)站	2179,创业路站 
2414,地铁江夏地铁站	2179,创业路站 
2413,地铁江夏地铁站	2179,创业路站 
2398,邓岗站	2179,创业路站 
2142,赤岗大塘站	2179,创业路站 
2132,城西花园总站	2179,创业路站 
2112,陈边站	2179,创业路站 
2101,车陂站	2179,创业路站 
2100,车陂站	2179,创业路站 
1966,北站社区站	2179,创业路站 
1945,北较场路站	2179,创业路站 
1944,北较场横路站	2179,创业路站 
1936,北村闸站	2179,创业路站 
1909,宝岗大道总站③	2179,创业路站 
276,天府路口站	2179,创业路站 
268,体育中心站B4	2179,创业路站 
257,体育中心站2	2179,创业路站 
251,体育中心站	2179,创业路站 
245,体育西路站	2179,创业路站 
216,珠江医院总站②	2179,创业路站 
2161,赤坎桥站	2179,创业路站 
2153,赤岗西(珠江消防器材厂)站	2179,创业路站 
1015,学院站	2179,创业路站 
1014,学院站	2179,创业路站 
1002,兴太三路口站	2179,创业路站 
989,兴东路站	2179,创业路站 
3110,松园社站	2179,创业路站 
3109,松园社站	2179,创业路站 
3099,松柏路中站	2179,创业路站 
3049,广园新村总站②	2179,创业路站 
3029,广药生活区站	2179,创业路站 
3014,广卫路总站4	2179,创业路站 
2861,岗顶站	2179,创业路站 
2841,甘蔗年丰站	2179,创业路站 
2839,富悦街站	2179,创业路站 
2812,福南坊站	2179,创业路站 
2787,凤鸣路站	2179,创业路站 
979,星河湾北门站	2179,创业路站 
970,信华路站	2179,创业路站 
951,新鱼桥头站	2179,创业路站 
937,新兴村总站	2179,创业路站 
118,中五路站	2179,创业路站 
1517,长江路口站	2179,创业路站 
1507,长庚村口站	2179,创业路站 
1506,太岗站	2179,创业路站 
2482,东海北路中站	2179,创业路站 
2452,东二路	2179,创业路站 
2443,东昌社站	2179,创业路站 
2442,东昌社站	2179,创业路站 
2354,大学城体育中心站	2179,创业路站 
1715,海南南丫村口站	2179,创业路站 
1714,海南连生坊站	2179,创业路站 
1700,海角红楼西门站	2179,创业路站 
1680,郭塘站	2179,创业路站 
1678,郭塘路口站	2179,创业路站 
1675,郭塘货场站	2179,创业路站 
1640,广州火车站总站l	2179,创业路站 
