8158,沙角村站	12791,林头西站 
3053,广中路口站	12791,林头西站 
3052,广中路口站	12791,林头西站 
3051,广园中路站	12791,林头西站 
3050,广园新村总站③	12791,林头西站 
3049,广园新村总站②	12791,林头西站 
3048,广园新村总站①	12791,林头西站 
3047,广园新村站2	12791,林头西站 
3046,广园新村站1	12791,林头西站 
3045,广园新村站	12791,林头西站 
3044,广园天寿路口东站	12791,林头西站 
3043,广园天寿路口东站	12791,林头西站 
3042,柯子岭(河田路)总站	12791,林头西站 
3041,广园客运站	12791,林头西站 
3038,广医站2	12791,林头西站 
3037,广医站2	12791,林头西站 
3036,广医站1	12791,林头西站 
3035,广医站1	12791,林头西站 
3034,广医一院(靖海路)总站	12791,林头西站 
3033,广医二院站2	12791,林头西站 
3032,广医二院站2	12791,林头西站 
3031,广医二院站1	12791,林头西站 
3030,广医二院站1	12791,林头西站 
3029,广药生活区站	12791,林头西站 
3028,广药生活区站	12791,林头西站 
3027,广轩大厦总站(南天商业城)	12791,林头西站 
3026,广信中学站	12791,林头西站 
1583,广州大道南路口站	12791,林头西站 
1582,广州大道南路口站	12791,林头西站 
1581,政通路站	12791,林头西站 
1580,政民路站	12791,林头西站 
1579,政民路站	12791,林头西站 
3017,广卫路总站7	12791,林头西站 
3016,广卫路总站6	12791,林头西站 
3015,广卫路总站5	12791,林头西站 
3014,广卫路总站4	12791,林头西站 
3013,广卫路总站3	12791,林头西站 
3011,广卫路总站12	12791,林头西站 
3010,广卫路总站11	12791,林头西站 
3009,广卫路总站10	12791,林头西站 
3008,广卫路总站1	12791,林头西站 
3007,广外正门站	12791,林头西站 
3006,广外正门站	12791,林头西站 
3005,广外站	12791,林头西站 
3004,广外站	12791,林头西站 
3003,广外附设外语学校站	12791,林头西站 
3002,广外附设外语学校站	12791,林头西站 
3001,广视宾馆站	12791,林头西站 
2998,广汕二路站	12791,林头西站 
2997,广汕二路站	12791,林头西站 
2996,广仁路总站2	12791,林头西站 
2994,广仁路总站1	12791,林头西站 
2993,广排站1	12791,林头西站 
2992,广排站	12791,林头西站 
2991,广美生活区站	12791,林头西站 
2990,广美生活区站	12791,林头西站 
2983,广和庄站	12791,林头西站 
2982,广和庄站	12791,林头西站 
2979,广工正门站	12791,林头西站 
2978,广工正门站	12791,林头西站 
2977,广工站	12791,林头西站 
2976,广工站	12791,林头西站 
2975,广佛路口(滘口客运站)站	12791,林头西站 
2869,岗头站	12791,林头西站 
2868,岗头站	12791,林头西站 
2867,岗顶站B3	12791,林头西站 
2866,岗顶站B3	12791,林头西站 
2865,岗顶站B2	12791,林头西站 
2864,岗顶站B2	12791,林头西站 
2863,岗顶站B1	12791,林头西站 
2862,岗顶站B1	12791,林头西站 
2861,岗顶站	12791,林头西站 
2860,岗顶站	12791,林头西站 
2859,岗贝路总站	12791,林头西站 
2858,岗贝路站	12791,林头西站 
2857,岗贝路站	12791,林头西站 
2856,岗贝路东站	12791,林头西站 
2855,岗贝村站	12791,林头西站 
2854,岗贝村站	12791,林头西站 
2851,东站汽车客运站	12791,林头西站 
2850,东站汽车客运站	12791,林头西站 
2849,干部疗养院站	12791,林头西站 
2848,干部疗养院站	12791,林头西站 
2847,橄榄公园站	12791,林头西站 
2846,橄榄公园站	12791,林头西站 
2845,甘竹路站	12791,林头西站 
2844,甘竹路站	12791,林头西站 
2843,甘竹村口站	12791,林头西站 
2842,甘竹村口站	12791,林头西站 
2841,甘蔗年丰站	12791,林头西站 
2840,甘蔗年丰站	12791,林头西站 
2839,富悦街站	12791,林头西站 
2838,富悦街站	12791,林头西站 
2837,富园路站	12791,林头西站 
2836,富园路站	12791,林头西站 
2835,富南路南站	12791,林头西站 
2834,富南路南站	12791,林头西站 
2833,富南路北站	12791,林头西站 
2832,富南路北站	12791,林头西站 
2829,富丽站	12791,林头西站 
2828,富丽站	12791,林头西站 
2827,富力桃园(增步村)总站	12791,林头西站 
2822,富力半岛花园站2	12791,林头西站 
2821,富力半岛花园站2	12791,林头西站 
2820,富力半岛花园站1	12791,林头西站 
2819,富力半岛花园站1	12791,林头西站 
2818,富豪山庄站	12791,林头西站 
2817,富豪山庄站	12791,林头西站 
2816,府前路站	12791,林头西站 
2815,怡富花苑站	12791,林头西站 
2814,福山村委总站	12791,林头西站 
2813,福南坊站	12791,林头西站 
2812,福南坊站	12791,林头西站 
2810,福龙路站	12791,林头西站 
2809,福洞小学站	12791,林头西站 
2808,福洞小学站	12791,林头西站 
2807,福洞村站	12791,林头西站 
2806,福洞村站	12791,林头西站 
2805,福洞村尾站	12791,林头西站 
2804,福洞村尾站	12791,林头西站 
2803,福洞村路口站	12791,林头西站 
2802,福洞村路口站	12791,林头西站 
2801,福场路总站	12791,林头西站 
2799,佛子庄总站	12791,林头西站 
2797,佛公桥站	12791,林头西站 
2796,佛公桥站	12791,林头西站 
2795,凤翔中路站	12791,林头西站 
2794,凤翔中路站	12791,林头西站 
2793,凤翔北路站	12791,林头西站 
2792,凤翔北路站	12791,林头西站 
2791,凤尾站	12791,林头西站 
2790,凤尾站	12791,林头西站 
2789,凤尾村口站	12791,林头西站 
2788,凤尾村口站	12791,林头西站 
2787,凤鸣路站	12791,林头西站 
988,兴东路站	12791,林头西站 
987,星之光电器城站	12791,林头西站 
986,星之光电器城站	12791,林头西站 
985,星汇园站	12791,林头西站 
984,星汇园站	12791,林头西站 
983,星汇园站	12791,林头西站 
982,星汇园站	12791,林头西站 
981,星河湾站	12791,林头西站 
980,星河湾站	12791,林头西站 
979,星河湾北门站	12791,林头西站 
978,星河湾北门站	12791,林头西站 
977,星海音乐厅站	12791,林头西站 
976,星海音乐厅(省中医二沙分院)站	12791,林头西站 
975,星海学院站	12791,林头西站 
974,星海学院站	12791,林头西站 
973,星海公园站	12791,林头西站 
972,星海公园站	12791,林头西站 
970,信华路站	12791,林头西站 
969,信华路站	12791,林头西站 
968,信和广场(昌岗中路)站2	12791,林头西站 
967,信和广场(昌岗中路)站1	12791,林头西站 
966,信和广场(昌岗中路)站1	12791,林头西站 
965,新庄二路站	12791,林头西站 
964,新庄二路站	12791,林头西站 
963,新庄村委站	12791,林头西站 
962,新庄村委站	12791,林头西站 
961,新洲总站②	12791,林头西站 
960,新洲总站①	12791,林头西站 
959,新洲前站	12791,林头西站 
958,新洲前站	12791,林头西站 
957,新洲科技园站	12791,林头西站 
956,新洲科技园站	12791,林头西站 
955,新月明珠花园站	12791,林头西站 
954,新月明珠花园站	12791,林头西站 
953,新园路站	12791,林头西站 
952,新园路站	12791,林头西站 
951,新鱼桥头站	12791,林头西站 
950,新鱼桥头站	12791,林头西站 
944,新业路站	12791,林头西站 
943,新业路站	12791,林头西站 
939,新业路口站	12791,林头西站 
938,新业路口站	12791,林头西站 
937,新兴村总站	12791,林头西站 
936,新屋站	12791,林头西站 
935,新屋站	12791,林头西站 
934,新围村站	12791,林头西站 
933,新围村站	12791,林头西站 
932,新厅街站	12791,林头西站 
931,新厅街站	12791,林头西站 
930,新田居委会站	12791,林头西站 
929,新田居委会站	12791,林头西站 
928,新田村站	12791,林头西站 
927,新田村站	12791,林头西站 
926,新田村口站	12791,林头西站 
925,新田村口站	12791,林头西站 
924,新塘总站	12791,林头西站 
923,新塘(光华路口)总站	12791,林头西站 
920,新市站	12791,林头西站 
919,新市站	12791,林头西站 
917,新市墟总站	12791,林头西站 
916,新市墟站4	12791,林头西站 
915,新市墟站3	12791,林头西站 
914,新市墟站3	12791,林头西站 
171,珠村小学站	12791,林头西站 
170,珠村七夕广场站	12791,林头西站 
169,珠村七夕广场站	12791,林头西站 
168,珠村路站	12791,林头西站 
167,朱屋站	12791,林头西站 
166,朱屋站	12791,林头西站 
165,周门(西关外国语学校)站	12791,林头西站 
164,周门(西关外国语学校)站	12791,林头西站 
163,肿瘤医院站2	12791,林头西站 
162,肿瘤医院站1	12791,林头西站 
161,钟一工业区站	12791,林头西站 
160,钟一工业区站	12791,林头西站 
159,钟一村站	12791,林头西站 
158,钟一村站	12791,林头西站 
157,钟韦路口站	12791,林头西站 
156,钟韦路口站	12791,林头西站 
155,钟落潭医院站	12791,林头西站 
154,钟落潭医院站	12791,林头西站 
153,钟落潭文化广场总站	12791,林头西站 
152,钟落潭市场站	12791,林头西站 
151,钟落潭市场站	12791,林头西站 
148,钟落潭路口站	12791,林头西站 
147,钟落潭路口站	12791,林头西站 
146,钟落潭高校园站	12791,林头西站 
145,钟落潭高校园站	12791,林头西站 
144,钟落潭大钟站	12791,林头西站 
143,钟落潭大钟站	12791,林头西站 
142,钟村中学站	12791,林头西站 
141,钟村中学站	12791,林头西站 
140,钟村站	12791,林头西站 
139,钟村站	12791,林头西站 
138,钟村市场站	12791,林头西站 
137,钟村市场站	12791,林头西站 
136,钟村敬老院站	12791,林头西站 
135,钟村敬老院站	12791,林头西站 
134,中医学院站3	12791,林头西站 
133,中医学院站2	12791,林头西站 
132,中医学院站2	12791,林头西站 
131,中医学院站1	12791,林头西站 
130,中医学院站1	12791,林头西站 
128,中信乐涛苑站	12791,林头西站 
127,枝山村站	12791,林头西站 
126,中信乐涛苑站	12791,林头西站 
123,中心大街南站	12791,林头西站 
122,中心大街南站	12791,林头西站 
121,中心大街南(电信大楼)站	12791,林头西站 
120,中心大街北站	12791,林头西站 
119,中心大街北站	12791,林头西站 
118,中五路站	12791,林头西站 
117,中五路站	12791,林头西站 
116,中山医站3	12791,林头西站 
115,中山医站2	12791,林头西站 
114,中山医站2	12791,林头西站 
113,中山医站1	12791,林头西站 
112,中山医站1	12791,林头西站 
111,中山五路站2	12791,林头西站 
110,中山五路站1	12791,林头西站 
109,中山五路站	12791,林头西站 
108,中山七路站1	12791,林头西站 
107,中山七路站1	12791,林头西站 
106,中山六路站	12791,林头西站 
105,中山六路站	12791,林头西站 
104,中山纪念堂(市总工会)站2	12791,林头西站 
103,广东大厦站1	12791,林头西站 
99,中山大学站2	12791,林头西站 
98,中山大学站1	12791,林头西站 
96,中山八路总站⑦	12791,林头西站 
95,中山八路总站⑥	12791,林头西站 
94,中山八路总站⑤	12791,林头西站 
93,中山八路总站④	12791,林头西站 
92,中山八路总站③	12791,林头西站 
91,中山八路总站②	12791,林头西站 
90,中山八路总站①	12791,林头西站 
89,中山八路站2	12791,林头西站 
88,中山八路站1	12791,林头西站 
87,中山八路站1	12791,林头西站 
86,中南花园总站	12791,林头西站 
85,中码头站	12791,林头西站 
84,中码头站	12791,林头西站 
83,中科院化学所总站	12791,林头西站 
82,中环西路站	12791,林头西站 
81,中环西路站	12791,林头西站 
80,中环东路站	12791,林头西站 
79,中环东路站	12791,林头西站 
78,中华永久墓园站	12791,林头西站 
77,中华永久墓园站	12791,林头西站 
76,中华姓名博物馆站	12791,林头西站 
75,中华姓名博物馆站	12791,林头西站 
72,中大正门站	12791,林头西站 
71,中大正门站	12791,林头西站 
913,新市墟站2	12791,林头西站 
912,新市墟站2	12791,林头西站 
911,新市墟站1	12791,林头西站 
910,新市墟站1	12791,林头西站 
909,新市新街中站	12791,林头西站 
908,新市新街中站	12791,林头西站 
1534,长棠路口站	12791,林头西站 
1533,长寿西站	12791,林头西站 
1532,长平路口站	12791,林头西站 
1531,长平路口站	12791,林头西站 
1528,长平村站	12791,林头西站 
1527,长平村站	12791,林头西站 
1526,长隆旅游度假区总站	12791,林头西站 
1524,长龙村站	12791,林头西站 
1523,长龙村站	12791,林头西站 
1520,长江轻纺城站	12791,林头西站 
1519,长江轻纺城站	12791,林头西站 
1518,长江路口站	12791,林头西站 
1517,长江路口站	12791,林头西站 
1516,长江百货交易城站	12791,林头西站 
1515,长红站	12791,林头西站 
1514,长红站	12791,林头西站 
1513,长红大街站	12791,林头西站 
1512,长红大街站	12791,林头西站 
1511,长红村总站2	12791,林头西站 
1510,长红村总站1	12791,林头西站 
1509,长庚村总站	12791,林头西站 
1508,长庚村口站	12791,林头西站 
1507,长庚村口站	12791,林头西站 
1506,太岗站	12791,林头西站 
1505,太岗站	12791,林头西站 
1504,长岗村总站	12791,林头西站 
1503,长福路中站	12791,林头西站 
1502,长福路中站	12791,林头西站 
1501,长福路站	12791,林头西站 
1500,长堤站2	12791,林头西站 
1499,长堤站1	12791,林头西站 
1498,长城大厦站	12791,林头西站 
1497,长湴站	12791,林头西站 
1496,长湴站	12791,林头西站 
2486,东湖新村站	12791,林头西站 
2485,东湖新村站	12791,林头西站 
2484,东湖路站	12791,林头西站 
2483,东湖路站	12791,林头西站 
2482,东海北路中站	12791,林头西站 
2479,东莞庄总站	12791,林头西站 
2478,东莞庄路中站	12791,林头西站 
2477,东莞庄路中站	12791,林头西站 
2476,东莞庄路站	12791,林头西站 
2475,东莞庄路站	12791,林头西站 
2474,东莞庄路南站	12791,林头西站 
2473,东莞庄路南站	12791,林头西站 
2472,东风中路站1	12791,林头西站 
2471,东风中路站1	12791,林头西站 
2470,东风西路站2	12791,林头西站 
2469,东风西路站2	12791,林头西站 
2468,东风西路站1	12791,林头西站 
2467,东风西路站1	12791,林头西站 
2460,东风大酒店站2	12791,林头西站 
2459,东风大酒店站1	12791,林头西站 
2458,东风大酒店站1	12791,林头西站 
2457,东方一路站	12791,林头西站 
2456,东方一路口站	12791,林头西站 
2455,东方三路站	12791,林头西站 
2452,东二路	12791,林头西站 
2450,东二路	12791,林头西站 
2449,东堤站	12791,林头西站 
2448,东堤站	12791,林头西站 
2447,白云路东站3	12791,林头西站 
2446,白云路东站2	12791,林头西站 
2445,白云路东站1	12791,林头西站 
2444,白云路东站1	12791,林头西站 
2443,东昌社站	12791,林头西站 
2442,东昌社站	12791,林头西站 
2441,叠景路站	12791,林头西站 
2440,叠景路站	12791,林头西站 
2437,雕塑公园站2	12791,林头西站 
2436,雕塑公园站1	12791,林头西站 
2435,雕塑公园站	12791,林头西站 
2394,登塘村口站	12791,林头西站 
2393,登塘村口站	12791,林头西站 
2392,灯布社站	12791,林头西站 
2391,灯布社站	12791,林头西站 
2390,德政中路站	12791,林头西站 
2389,德星路(上下九步行街)总站	12791,林头西站 
2388,德康路站	12791,林头西站 
2387,德康路站	12791,林头西站 
2386,党校路口站	12791,林头西站 
2385,党校路口站	12791,林头西站 
2384,丹水坑站	12791,林头西站 
2383,丹水坑站	12791,林头西站 
2382,丹水坑路中站	12791,林头西站 
2381,丹水坑路中站	12791,林头西站 
2380,丹水坑路南站	12791,林头西站 
2379,丹水坑路南站	12791,林头西站 
2378,丹水坑路口站	12791,林头西站 
2377,丹水坑路口站	12791,林头西站 
2374,丹山村(侨兴大道)站	12791,林头西站 
2373,丹山村(侨兴大道)站	12791,林头西站 
2372,丹山桥站	12791,林头西站 
2371,丹山桥站	12791,林头西站 
2370,带河路站	12791,林头西站 
2369,龙津中路站	12791,林头西站 
2368,龙津中路站	12791,林头西站 
2363,大源站	12791,林头西站 
2362,大源站	12791,林头西站 
2361,大源北(广州涉外学院)站	12791,林头西站 
2360,大源北(广州涉外学院)站	12791,林头西站 
2355,大学城体育中心站	12791,林头西站 
2354,大学城体育中心站	12791,林头西站 
2353,大学城博物馆站	12791,林头西站 
2352,大学城博物馆站	12791,林头西站 
2349,大学城(中部枢纽)总站②	12791,林头西站 
2974,广佛路口(滘口客运站)站	12791,林头西站 
2973,广佛路东站	12791,林头西站 
1717,海南南丫东站	12791,林头西站 
1716,海南南丫村口站	12791,林头西站 
1715,海南南丫村口站	12791,林头西站 
1714,海南连生坊站	12791,林头西站 
1713,海南连生坊站	12791,林头西站 
1712,海龙湾总站	12791,林头西站 
1708,海联中路站	12791,林头西站 
1707,海联路总站2	12791,林头西站 
1704,海口村站	12791,林头西站 
1703,海口村站	12791,林头西站 
1702,海角红楼站	12791,林头西站 
1701,海角红楼站	12791,林头西站 
1700,海角红楼西门站	12791,林头西站 
1699,海角红楼西门站	12791,林头西站 
1695,海安社区站	12791,林头西站 
1694,海安社区站	12791,林头西站 
1691,国羽中心站	12791,林头西站 
1690,国羽中心站	12791,林头西站 
1689,国土资源工程学校站	12791,林头西站 
1688,国土资源工程学校站	12791,林头西站 
1687,国际会展中心站	12791,林头西站 
1686,国际会展中心站	12791,林头西站 
1684,国防大厦站2	12791,林头西站 
1683,国防大厦站2	12791,林头西站 
1682,国防大厦站1	12791,林头西站 
1681,国防大厦站1	12791,林头西站 
1680,郭塘站	12791,林头西站 
1679,郭塘站	12791,林头西站 
1678,郭塘路口站	12791,林头西站 
1677,郭塘路口站	12791,林头西站 
1676,郭塘货场站	12791,林头西站 
1675,郭塘货场站	12791,林头西站 
1674,郭村总站	12791,林头西站 
1673,桂花岗站3	12791,林头西站 
1672,桂花岗站2	12791,林头西站 
1671,桂花岗站2	12791,林头西站 
1670,桂花岗站1	12791,林头西站 
1669,桂花岗站1	12791,林头西站 
1668,广州亿仁医院站	12791,林头西站 
1667,广州亿仁医院站	12791,林头西站 
1666,广州雅居乐站	12791,林头西站 
1665,广州雅居乐站	12791,林头西站 
1664,广州血液中心站	12791,林头西站 
1663,广州体院站2	12791,林头西站 
1662,广州体院站2	12791,林头西站 
1661,广州体院站1	12791,林头西站 
1660,广州体院站1	12791,林头西站 
1659,广州体育馆总站	12791,林头西站 
1658,广州体育馆站1	12791,林头西站 
1657,广州体育馆站1	12791,林头西站 
1656,广州体育馆南门站	12791,林头西站 
1655,广州市培英中学站2	12791,林头西站 
1654,广州市培英中学站1	12791,林头西站 
1653,广州市培英中学站	12791,林头西站 
1652,广州市第八医院站	12791,林头西站 
1651,广州市第八医院站	12791,林头西站 
1650,广州科学城(长安村)总站	12791,林头西站 
1649,广州科技创新基地站	12791,林头西站 
1648,广州科技创新基地站	12791,林头西站 
1647,广州军区总医院站	12791,林头西站 
1646,广州火车站总站r	12791,林头西站 
1645,广州火车站总站q	12791,林头西站 
1644,广州火车站总站p	12791,林头西站 
1643,广州火车站总站o	12791,林头西站 
1642,广州火车站总站n	12791,林头西站 
1641,广州火车站总站m	12791,林头西站 
1640,广州火车站总站l	12791,林头西站 
1639,广州火车站总站k	12791,林头西站 
1638,广州火车站总站j	12791,林头西站 
1636,广州火车站总站h	12791,林头西站 
1634,广州火车站总站f	12791,林头西站 
1633,广州火车站总站e	12791,林头西站 
1629,广州火车站总站a	12791,林头西站 
7890,甘竹村站	12791,林头西站 
10198,水荫路口站	12791,林头西站 
9974,三元里大道北站2	12791,林头西站 
7801,北三路南站	12791,林头西站 
7783,云骏路站	12791,林头西站 
7778,创德鞋厂站	12791,林头西站 
9927,粤溪南路站	12791,林头西站 
2972,广佛路东站	12791,林头西站 
2971,广东药学院总站	12791,林头西站 
2970,广东药学院站(大学城)	12791,林头西站 
2969,广东药学院站(大学城)	12791,林头西站 
2968,广东药学院站	12791,林头西站 
2967,广东药学院站	12791,林头西站 
2966,广东外贸学校站	12791,林头西站 
2965,广东外贸学校站1	12791,林头西站 
2964,广东体育职业学院站	12791,林头西站 
2963,广东体育职业学院站	12791,林头西站 
2962,广东软件园站	12791,林头西站 
2961,广东软件园站	12791,林头西站 
2960,广东工大站2	12791,林头西站 
2959,广东工大站2	12791,林头西站 
2958,广东工大站1	12791,林头西站 
2957,广东工大站1	12791,林头西站 
2956,广东电视台站2	12791,林头西站 
2955,广地花园总站	12791,林头西站 
2952,广大站	12791,林头西站 
2951,广大站	12791,林头西站 
2950,广大生活区站	12791,林头西站 
2949,广大生活区站	12791,林头西站 
2948,广大公寓站	12791,林头西站 
2947,广大公寓站	12791,林头西站 
2946,广大公司站	12791,林头西站 
2945,广大公司站	12791,林头西站 
2942,广船站	12791,林头西站 
2941,广船站	12791,林头西站 
2940,广场站	12791,林头西站 
2939,广场站	12791,林头西站 
2938,广保大道南(黄埔海关)站	12791,林头西站 
2937,广保大道南(黄埔海关)站	12791,林头西站 
2936,广保大道北站	12791,林头西站 
2935,广保大道北站	12791,林头西站 
2934,光塔路总站	12791,林头西站 
2933,光塔路站	12791,林头西站 
2932,光谱西路中站	12791,林头西站 
1760,海珠南路站	12791,林头西站 
1759,海珠路站	12791,林头西站 
1758,海珠路站	12791,林头西站 
1757,海珠客运站总站	12791,林头西站 
1756,海珠客运站②	12791,林头西站 
1755,海珠客运站①	12791,林头西站 
1754,海珠客运站	12791,林头西站 
1753,海珠广场站	12791,林头西站 
1752,海珠广场(一德东)站	12791,林头西站 
1748,海珠广场(侨光东)站	12791,林头西站 
1747,海珠购物中心站	12791,林头西站 
1746,海珠北路站	12791,林头西站 
1745,海中高得站	12791,林头西站 
1744,海中高得站	12791,林头西站 
1743,海中村总站	12791,林头西站 
9466,桂花岗站3	12791,林头西站 
9459,长寿西康王路口	12791,林头西站 
1739,海中北路口站	12791,林头西站 
1738,海员路站	12791,林头西站 
1737,海员路站	12791,林头西站 
1736,海印桥总站②	12791,林头西站 
1735,海印桥总站①	12791,林头西站 
1734,海印桥南站2	12791,林头西站 
1733,海印桥南站2	12791,林头西站 
1732,海印桥南站1	12791,林头西站 
1731,海印桥南站1	12791,林头西站 
1730,仲凯路站	12791,林头西站 
1729,海怡花园总站	12791,林头西站 
1728,海欣街站	12791,林头西站 
1727,海心沙站	12791,林头西站 
1723,海琴湾(下渡路)总站	12791,林头西站 
1722,海南生北坊站	12791,林头西站 
1721,海南生北坊站	12791,林头西站 
1720,海南南丫西站	12791,林头西站 
1719,海南南丫西站	12791,林头西站 
1718,海南南丫东站	12791,林头西站 
11381,湴湄村口站	12791,林头西站 
11380,子沙村委站	12791,林头西站 
11379,新涌村委站	12791,林头西站 
11378,榄核长江数码花园站	12791,林头西站 
11377,顺河路口站	12791,林头西站 
11376,大简村南沙大道站	12791,林头西站 
11375,马克路口站	12791,林头西站 
11369,南沙体育馆站	12791,林头西站 
11146,知识城政务中心站	12791,林头西站 
11150,西区长廊	12791,林头西站 
11104,石基村委总站	12791,林头西站 
11081,鱼窝头车站站	12791,林头西站 
11055,马克路站	12791,林头西站 
11048,庙贝村站	12791,林头西站 
11009,樟边路口站	12791,林头西站 
10904,解放路站	12791,林头西站 
10877,工业路站	12791,林头西站 
12134,陈村路口	12791,林头西站 
11100,晒缯涌站	12791,林头西站 
11094,朗晴工业区站	12791,林头西站 
11091,鱼窝头社区中心站	12791,林头西站 
11087,鱼窝头中学站	12791,林头西站 
11084,丹乐食品站	12791,林头西站 
11083,马克路站	12791,林头西站 
11078,万洲村(解放队)站	12791,林头西站 
11049,东升农场站	12791,林头西站 
11022,中教村站	12791,林头西站 
11021,庙青村站	12791,林头西站 
11018,东升农场站	12791,林头西站 
11015,灵山路口南站	12791,林头西站 
10994,小平牌坊站	12791,林头西站 
10987,蚬涌市场站	12791,林头西站 
10986,蚬涌路口站	12791,林头西站 
10978,西丽路站	12791,林头西站 
10970,西村北山站	12791,林头西站 
10968,西城水果批发市场站	12791,林头西站 
10966,为民中路	12791,林头西站 
10965,威乐工业区站	12791,林头西站 
10964,威乐工业区站	12791,林头西站 
10963,汀根小学站	12791,林头西站 
10955,市桥医院(捷进中路)站	12791,林头西站 
1777,奥林匹克中心北门站	12791,林头西站 
10953,石岗西村站	12791,林头西站 
11687,谢石路口站	12791,林头西站 
11686,钟村职校站	12791,林头西站 
11685,屏一桥站	12791,林头西站 
11684,顺德碧桂园站	12791,林头西站 
11683,西二村(西张二路)站	12791,林头西站 
11682,锦绣半岛站	12791,林头西站 
11681,雄峰商城总站	12791,林头西站 
11680,钟村小学站	12791,林头西站 
11679,秀珀厂站	12791,林头西站 
11678,思亲园站	12791,林头西站 
11677,大洲路口站	12791,林头西站 
11676,韦涌村站	12791,林头西站 
11675,三雄极光站	12791,林头西站 
11674,沙墟一村站	12791,林头西站 
11673,百越广场南门站	12791,林头西站 
11672,多州站	12791,林头西站 
11671,永字街站	12791,林头西站 
12048,广日电梯站	12791,林头西站 
12047,谢石路口站	12791,林头西站 
12046,钟村牌坊站	12791,林头西站 
12044,锦绣生态园南门站	12791,林头西站 
12043,碧桂东苑总站	12791,林头西站 
12042,钟村文化广场站	12791,林头西站 
12040,屏一村站	12791,林头西站 
12039,顺德碧桂园站	12791,林头西站 
12038,东乡联发工业区站	12791,林头西站 
12037,西三寸渡口站	12791,林头西站 
12036,龙祥路口站	12791,林头西站 
12035,水门村站	12791,林头西站 
12034,水门村站	12791,林头西站 
12032,南原工业区站	12791,林头西站 
12031,南原工业区站	12791,林头西站 
12030,思亲园站	12791,林头西站 
12029,大洲路口站	12791,林头西站 
12028,大洲村站	12791,林头西站 
12027,三雄极光站	12791,林头西站 
12026,石壁街道办站	12791,林头西站 
12025,市桥街派出所站	12791,林头西站 
12024,食品集团站	12791,林头西站 
12023,禺秀园站	12791,林头西站 
12022,番禺会议中心站	12791,林头西站 
12021,化龙车站	12791,林头西站 
12020,盛龙社区总站	12791,林头西站 
12019,广汽生活区站	12791,林头西站 
12018,利丰大道站	12791,林头西站 
12017,官涌村站	12791,林头西站 
12016,海心村站	12791,林头西站 
12014,明经村站	12791,林头西站 
12013,爱莲村站	12791,林头西站 
12012,山门村站	12791,林头西站 
12011,下山门村站	12791,林头西站 
12010,下山门村站	12791,林头西站 
12009,桥福园(东环路)站	12791,林头西站 
12008,茶东小学站	12791,林头西站 
12007,谭边村站	12791,林头西站 
12006,旧水坑派出所(旧村南路)站	12791,林头西站 
12005,竹山工业区站	12791,林头西站 
12004,竹山村站	12791,林头西站 
12003,金山村委站	12791,林头西站 
12002,桥山村站	12791,林头西站 
12001,大龙路口站	12791,林头西站 
12000,眉山工业区站	12791,林头西站 
11999,旧水坑村委站	12791,林头西站 
11998,金山大道路口站	12791,林头西站 
11997,新水坑站	12791,林头西站 
11996,蔡三村站	12791,林头西站 
11995,榄塘村总站	12791,林头西站 
11994,星海青少宫站	12791,林头西站 
11993,市桥大桥站	12791,林头西站 
11992,市桥医院(西环路)站	12791,林头西站 
11991,环市西环路站	12791,林头西站 
11990,三其大街站	12791,林头西站 
11989,前锋路站	12791,林头西站 
11988,前锋村委站	12791,林头西站 
11987,前锋村委站	12791,林头西站 
11986,低涌村委站	12791,林头西站 
11985,北斗桥底站	12791,林头西站 
11984,北斗渡口(榄灵路)站	12791,林头西站 
11983,石基文化广场站	12791,林头西站 
11982,茶东村(富怡路)站	12791,林头西站 
11981,富怡路中站	12791,林头西站 
12426,大石中心小学站	12791,林头西站 
12423,三村海丰南站	12791,林头西站 
12427,地铁会江站	12791,林头西站 
12421,市国家档案馆(大学城)总站	12791,林头西站 
12419,市国家档案馆南(大学城)站	12791,林头西站 
12414,石井大道北站	12791,林头西站 
12413,石井大道北站	12791,林头西站 
12412,龙湖路口站	12791,林头西站 
12409,石井大道(龙湖)站	12791,林头西站 
12240,五沙三村站	12791,林头西站 
12257,番中路口(南城路)站	12791,林头西站 
12371,花都美居中心站	12791,林头西站 
12366,新塘供电所站	12791,林头西站 
12267,会江地铁站	12791,林头西站 
12374,花都华南理工大学汽车学院站	12791,林头西站 
12234,华润涂料捷信厂站	12791,林头西站 
12407,螺旋大道西站	12791,林头西站 
12212,五沙小学站	12791,林头西站 
12404,星岛环北路(螺旋二路路口)站	12791,林头西站 
12377,地税局站	12791,林头西站 
12261,黄麻社区居委会	12791,林头西站 
12206,金沙人家站	12791,林头西站 
12236,丰田合成配件厂站	12791,林头西站 
12376,地税局站	12791,林头西站 
12375,花都培正学院总站	12791,林头西站 
12260,八哥村站	12791,林头西站 
12405,螺旋四路(标一企业)站	12791,林头西站 
12252,心和村站	12791,林头西站 
12250,南村站	12791,林头西站 
12369,荔新路口站	12791,林头西站 
12365,铁路桥站	12791,林头西站 
2931,光谱西路中站	12791,林头西站 
2930,光谱西路(省食品药品学校)站	12791,林头西站 
2929,光谱西路(省食品药品学校)站	12791,林头西站 
2928,光明村站	12791,林头西站 
2927,光明村站	12791,林头西站 
2926,光大花园站	12791,林头西站 
2925,光大花园站	12791,林头西站 
2924,光宝路口站	12791,林头西站 
2923,光宝路口站1	12791,林头西站 
