8563,柏兴中路站	1,竹料墟站 
12484,东盛路中站	1,竹料墟站 
12483,蔗山村口站	1,竹料墟站 
12478,金山村委总站	1,竹料墟站 
12465,番禺广场	1,竹料墟站 
12441,永和崇和花园	1,竹料墟站 
12440,永和崇和花园	1,竹料墟站 
12411,龙湖路口站	1,竹料墟站 
12669,广氮花园南站	1,竹料墟站 
12663,广氮花园南	1,竹料墟站 
20072,机场南	1,竹料墟站 
20014,人和	1,竹料墟站 
12646,亭角大桥北站	1,竹料墟站 
12645,亭角大桥北站	1,竹料墟站 
12644,大岗车站	1,竹料墟站 
12628,石龙头总站	1,竹料墟站 
12627,大涵小学站	1,竹料墟站 
12624,大涵村委站	1,竹料墟站 
12614,天字码头站	1,竹料墟站 
12591,瑞和路北(开泰大道口)站	1,竹料墟站 
20038,嘉禾望岗	1,竹料墟站 
20144,龙归	1,竹料墟站 
12578,南洲北路(好信广场) 站	1,竹料墟站 
12568,广工总站	1,竹料墟站 
20102,白云大道北	1,竹料墟站 
12455,华侨城北门站	1,竹料墟站 
12453,北海村总站	1,竹料墟站 
12425,大石中心小学站	1,竹料墟站 
20025,凤凰新村	1,竹料墟站 
20064,文冲	1,竹料墟站 
20044,大沙东	1,竹料墟站 
20045,大沙地	1,竹料墟站 
20136,鱼珠	1,竹料墟站 
20004,三溪	1,竹料墟站 
20005,东圃	1,竹料墟站 
20128,车陂南	1,竹料墟站 
20109,科韵路	1,竹料墟站 
20036,员村	1,竹料墟站 
20096,猎德	1,竹料墟站 
11943,牛角桥北站	1,竹料墟站 
11942,牛角村站	1,竹料墟站 
11939,张松村桥站	1,竹料墟站 
11938,张松工业区站	1,竹料墟站 
11937,良地埠站	1,竹料墟站 
11936,新涌村委站	1,竹料墟站 
11935,镇泰厂站	1,竹料墟站 
11932,太石村南沙大道站	1,竹料墟站 
11930,小鸟桥站	1,竹料墟站 
20093,潭村	1,竹料墟站 
20098,珠江新城	1,竹料墟站 
20012,五羊邨	1,竹料墟站 
11923,蕉门地铁总站	1,竹料墟站 
20074,杨箕	1,竹料墟站 
20026,动物园	1,竹料墟站 
20027,区庄	1,竹料墟站 
20091,淘金	1,竹料墟站 
20055,小北	1,竹料墟站 
11914,洛溪南浦总站	1,竹料墟站 
11913,龙祥路口站	1,竹料墟站 
11912,长江数码花园站	1,竹料墟站 
20120,西村	1,竹料墟站 
11909,易发步行街站	1,竹料墟站 
11908,番禺会议中心站	1,竹料墟站 
11906,复苏站	1,竹料墟站 
11904,潭山村站	1,竹料墟站 
11903,官桥新村站	1,竹料墟站 
11902,官桥村站	1,竹料墟站 
11901,柏堂村站	1,竹料墟站 
11900,化龙车站	1,竹料墟站 
11899,番艺花园站	1,竹料墟站 
11897,旧水坑村尾站	1,竹料墟站 
11896,美食广场南门站	1,竹料墟站 
11894,榕林路口站	1,竹料墟站 
11893,旧水坑派出所(旧村西路)站	1,竹料墟站 
11892,华创动漫产业园总站	1,竹料墟站 
11891,东泰工业区站	1,竹料墟站 
11890,凌边十队站	1,竹料墟站 
11889,凌环南路站	1,竹料墟站 
11888,文边工业区站	1,竹料墟站 
11887,文边总站	1,竹料墟站 
11886,文边村站	1,竹料墟站 
11884,旧水坑村委站	1,竹料墟站 
11883,新水坑牌坊站	1,竹料墟站 
11882,坑头村站	1,竹料墟站 
11881,坑头工业区(市新路)站	1,竹料墟站 
11880,富豪山庄总站	1,竹料墟站 
11879,区工商局站	1,竹料墟站 
11878,海傍路站	1,竹料墟站 
11877,民政局婚姻登记处站	1,竹料墟站 
11876,恒升工业园站	1,竹料墟站 
11875,石基四中站	1,竹料墟站 
11874,前锋工业区站	1,竹料墟站 
11873,捷达莱堡厂站	1,竹料墟站 
11872,低涌村委站	1,竹料墟站 
11871,石基文化广场站	1,竹料墟站 
11868,草河村委站	1,竹料墟站 
11866,喜盈雅境站	1,竹料墟站 
11865,番中路口站	1,竹料墟站 
11863,珠宝产业园总站	1,竹料墟站 
11862,古东牌坊站	1,竹料墟站 
11861,古坝电影院站	1,竹料墟站 
11860,龙湾村站	1,竹料墟站 
11858,理工学院站	1,竹料墟站 
11856,磷肥厂站	1,竹料墟站 
11855,青峰气站	1,竹料墟站 
11854,大罗村(银平路)站	1,竹料墟站 
11853,银平路站	1,竹料墟站 
11850,南快桥站	1,竹料墟站 
11849,眉山村站	1,竹料墟站 
11848,如意路站	1,竹料墟站 
11845,莘汀村站	1,竹料墟站 
11844,东西庄总站	1,竹料墟站 
11843,曾边村站	1,竹料墟站 
20063,广州火车站	1,竹料墟站 
20117,西场	1,竹料墟站 
20010,中山八	1,竹料墟站 
20040,坦尾	1,竹料墟站 
20092,滘口	1,竹料墟站 
20139,黄村	1,竹料墟站 
20126,车陂	1,竹料墟站 
20127,车陂南	1,竹料墟站 
20001,万胜围	1,竹料墟站 
20051,官洲	1,竹料墟站 
20066,新造	1,竹料墟站 
20043,大学城南	1,竹料墟站 
20042,大学城北	1,竹料墟站 
20106,石碁	1,竹料墟站 
20088,海傍	1,竹料墟站 
20016,低涌	1,竹料墟站 
11825,新队站	1,竹料墟站 
11824,新队站	1,竹料墟站 
11823,人民村站	1,竹料墟站 
11822,绿村村委站	1,竹料墟站 
11821,国防技校站	1,竹料墟站 
11820,国防技校站	1,竹料墟站 
11818,墩塘桥站	1,竹料墟站 
11816,东线大道站	1,竹料墟站 
11815,市头村站	1,竹料墟站 
20008,东涌	1,竹料墟站 
20143,黄阁汽车城	1,竹料墟站 
20116,蕉门	1,竹料墟站 
20142,黄阁	1,竹料墟站 
20129,金洲	1,竹料墟站 
20048,天河客运站	1,竹料墟站 
20011,五山	1,竹料墟站 
11805,广州机床厂站	1,竹料墟站 
11802,钟村职校站	1,竹料墟站 
11800,东乡联发工业区站	1,竹料墟站 
11793,禺秀园站	1,竹料墟站 
11792,广汽基地总站	1,竹料墟站 
11790,三德路口站	1,竹料墟站 
11789,深沙村站	1,竹料墟站 
11786,同乐村站	1,竹料墟站 
11783,化龙第二小学站	1,竹料墟站 
11782,草堂村站	1,竹料墟站 
11781,潭山村站	1,竹料墟站 
11780,金湖工业区站	1,竹料墟站 
11779,西山村站	1,竹料墟站 
11778,应塘坊站	1,竹料墟站 
11777,化龙公园站	1,竹料墟站 
11775,颐养院站	1,竹料墟站 
11769,南坑村口站	1,竹料墟站 
11765,金山小学站	1,竹料墟站 
11764,美洁环卫厂站	1,竹料墟站 
11763,凌边工业区站	1,竹料墟站 
11762,桥山工业区站	1,竹料墟站 
11761,木棉脚站	1,竹料墟站 
11760,新水坑村生态园站	1,竹料墟站 
11759,金山大道路口站	1,竹料墟站 
11758,星域动漫科技城站	1,竹料墟站 
11756,东沙村站	1,竹料墟站 
11755,海滨大厦站	1,竹料墟站 
3153,太平洋工业区站	1,竹料墟站 
20017,体育中心	1,竹料墟站 
20073,杨箕	1,竹料墟站 
20019,体育西路	1,竹料墟站 
59,志诚大道西站	1,竹料墟站 
58,志诚大道东站	1,竹料墟站 
57,志诚大道东站	1,竹料墟站 
56,纸厂总站①	1,竹料墟站 
20006,东山口	1,竹料墟站 
50,纸厂市场站	1,竹料墟站 
48,纸厂路站	1,竹料墟站 
43,植树公园站	1,竹料墟站 
42,植树公园站	1,竹料墟站 
39,直巷站	1,竹料墟站 
23,紫荆道站	1,竹料墟站 
21,孖塘站	1,竹料墟站 
20,孖塘站	1,竹料墟站 
19,庄头公园站	1,竹料墟站 
17,庄埔路口站	1,竹料墟站 
16,庄埔路口站	1,竹料墟站 
8,竹丝岗站	1,竹料墟站 
20094,烈士陵园	1,竹料墟站 
20024,农讲所	1,竹料墟站 
1571,镇龙总站	1,竹料墟站 
1570,镇龙邮局站	1,竹料墟站 
1569,镇龙邮局站	1,竹料墟站 
1567,镇龙医院站	1,竹料墟站 
1565,镇龙一中站	1,竹料墟站 
1563,镇龙墟站	1,竹料墟站 
1562,镇龙水厂站	1,竹料墟站 
206,珠江花园站	1,竹料墟站 
20022,公园前	1,竹料墟站 
20121,西门口	1,竹料墟站 
196,珠江村站B2	1,竹料墟站 
193,珠江村站	1,竹料墟站 
192,珠江村站	1,竹料墟站 
20140,黄沙	1,竹料墟站 
20131,长寿路	1,竹料墟站 
20132,陈家祠	1,竹料墟站 
20113,芳村	1,竹料墟站 
185,珠吉街站	1,竹料墟站 
183,珠吉公路站	1,竹料墟站 
178,珠村站B2	1,竹料墟站 
174,珠村站	1,竹料墟站 
173,珠村站	1,竹料墟站 
172,珠村小学站	1,竹料墟站 
20111,花地湾	1,竹料墟站 
2763,枫下二社站	1,竹料墟站 
2762,枫下二社站	1,竹料墟站 
2759,枫下村北站	1,竹料墟站 
2757,风正街站	1,竹料墟站 
20039,坑口	1,竹料墟站 
20118,西朗	1,竹料墟站 
12842,石基二中	1,竹料墟站 
12843,石基二中	1,竹料墟站 
12844,石基二中	1,竹料墟站 
12845,石基二中	1,竹料墟站 
12846,石基二中	1,竹料墟站 
12847,石基二中	1,竹料墟站 
20080,永泰	1,竹料墟站 
20034,同和	1,竹料墟站 
20013,京溪南方医院	1,竹料墟站 
20078,梅花园	1,竹料墟站 
20095,燕塘	1,竹料墟站 
12457,北海村水果批发市场	1,竹料墟站 
11754,长坦村口站	1,竹料墟站 
11753,长坦总站	1,竹料墟站 
11752,海傍桥站	1,竹料墟站 
11751,北斗渡口(榄灵路)站	1,竹料墟站 
11750,富怡路中站	1,竹料墟站 
11749,石基三中(富怡路)站	1,竹料墟站 
11744,西村工业区站	1,竹料墟站 
11743,古坝总站	1,竹料墟站 
11742,古东牌坊站	1,竹料墟站 
11735,大刀沙村委站	1,竹料墟站 
11732,兴业大道北站	1,竹料墟站 
11731,谷围新村站	1,竹料墟站 
11730,新谭路口站	1,竹料墟站 
20029,华师	1,竹料墟站 
20056,岗顶	1,竹料墟站 
20105,石牌桥	1,竹料墟站 
20020,体育西路	1,竹料墟站 
20097,珠江新城	1,竹料墟站 
20123,赤岗塔	1,竹料墟站 
20053,客村	1,竹料墟站 
20041,大塘	1,竹料墟站 
20086,沥滘	1,竹料墟站 
20033,厦滘	1,竹料墟站 
11718,大生村委站	1,竹料墟站 
11717,合沙村站	1,竹料墟站 
11716,张松村桥站	1,竹料墟站 
11715,张松工业区站	1,竹料墟站 
11714,飞鹰厂站	1,竹料墟站 
11712,榄核成校站	1,竹料墟站 
11710,顺河路口站	1,竹料墟站 
11709,墩塘工业区站	1,竹料墟站 
11708,大简中桥站	1,竹料墟站 
11707,马克路口站	1,竹料墟站 
11706,东线大道站	1,竹料墟站 
20046,大石	1,竹料墟站 
11702,甘岗村站	1,竹料墟站 
20081,汉溪长隆	1,竹料墟站 
20058,市桥	1,竹料墟站 
20100,番禺广场	1,竹料墟站 
20037,嘉禾望岗	1,竹料墟站 
20141,黄边	1,竹料墟站 
20083,江夏	1,竹料墟站 
20115,萧岗	1,竹料墟站 
20103,白云文化广场	1,竹料墟站 
20101,白云公园	1,竹料墟站 
20134,飞翔公园	1,竹料墟站 
20003,三元里	1,竹料墟站 
20062,广州火车站	1,竹料墟站 
20125,越秀公园	1,竹料墟站 
3544,明泉街站	1,竹料墟站 
20110,纪念堂	1,竹料墟站 
20090,海珠广场	1,竹料墟站 
5746,金水里西站	1,竹料墟站 
5745,金水里西站	1,竹料墟站 
5744,金水里东站	1,竹料墟站 
5743,金水里东站	1,竹料墟站 
5739,金属加工厂站	1,竹料墟站 
10694,鹤泰路中站	1,竹料墟站 
10643,凌塘村站2	1,竹料墟站 
9213,猛涌村站	1,竹料墟站 
9160,海中八路站	1,竹料墟站 
9156,龙溪大道西站	1,竹料墟站 
20023,公园前	1,竹料墟站 
20057,市二宫	1,竹料墟站 
4829,海幢码头站	1,竹料墟站 
20082,江南西	1,竹料墟站 
20067,昌岗	1,竹料墟站 
20007,东晓南	1,竹料墟站 
3230,棠涌南街站	1,竹料墟站 
3228,棠涌村委站	1,竹料墟站 
3213,棠下村站	1,竹料墟站 
3212,棠下村站	1,竹料墟站 
3209,棠下村口站	1,竹料墟站 
20084,江泰路	1,竹料墟站 
20031,南洲	1,竹料墟站 
20087,洛溪	1,竹料墟站 
3198,棠乐路口站	1,竹料墟站 
3191,棠东站	1,竹料墟站 
3190,棠东站	1,竹料墟站 
20032,南浦	1,竹料墟站 
20015,会江	1,竹料墟站 
20104,石壁	1,竹料墟站 
20061,广州南站	1,竹料墟站 
20059,广州东站	1,竹料墟站 
3155,太平洋开发区站	1,竹料墟站 
12454,北海村水果批发市场站	1,竹料墟站 
12451,甘棠村站	1,竹料墟站 
12444,番禺奥林匹克花园站	1,竹料墟站 
20060,广州东站	1,竹料墟站 
20076,林和西	1,竹料墟站 
12564,中医学院(桂花岗)总站	1,竹料墟站 
12562,广大麓湖雕塑公园总站	1,竹料墟站 
12550,暨南大学站	1,竹料墟站 
20021,体育西路	1,竹料墟站 
20075,林和西	1,竹料墟站 
20018,体育中心南	1,竹料墟站 
20047,天河南	1,竹料墟站 
20138,黄埔大道	1,竹料墟站 
20112,花城大道	1,竹料墟站 
20049,妇儿中心	1,竹料墟站 
20079,歌剧院	1,竹料墟站 
20089,海心沙	1,竹料墟站 
20124,赤岗塔	1,竹料墟站 
20135,魁奇路	1,竹料墟站 
20050,季华园	1,竹料墟站 
20035,同济路	1,竹料墟站 
20108,祖庙	1,竹料墟站 
20070,普君北路	1,竹料墟站 
20071,朝安	1,竹料墟站 
20077,桂城	1,竹料墟站 
20030,南桂路	1,竹料墟站 
20133,雷岗	1,竹料墟站 
20028,千灯湖	1,竹料墟站 
20130,金融高新区	1,竹料墟站 
20145,龙溪	1,竹料墟站 
20114,菊树	1,竹料墟站 
20002,万胜围	1,竹料墟站 
12488,沙滘站	1,竹料墟站 
12485,尚上名筑站	1,竹料墟站 
12479,白岗村站	1,竹料墟站 
12477,白岗村站	1,竹料墟站 
12476,东线路北站	1,竹料墟站 
12475,东线路南站	1,竹料墟站 
12474,东盛路北站	1,竹料墟站 
12473,蔗山村口站	1,竹料墟站 
12472,东盛路中站	1,竹料墟站 
12470,省妇幼保健院站	1,竹料墟站 
12468,省妇幼保健院站	1,竹料墟站 
12467,峻新路口站	1,竹料墟站 
12466,新基村总站	1,竹料墟站 
12464,星辰时代豪庭站	1,竹料墟站 
12463,昊龙花园站	1,竹料墟站 
12460,昊龙花园站	1,竹料墟站 
12459,星辰时代豪庭站	1,竹料墟站 
12458,海伦堡创意园总站	1,竹料墟站 
12452,华南轮胎厂	1,竹料墟站 
12450,蔡边村(番禺大道北)站	1,竹料墟站 
12449,蔡二新村(番禺大道北)站	1,竹料墟站 
12448,蔡二新村(番禺大道北)站	1,竹料墟站 
12447,蔡边村(番禺大道北)站	1,竹料墟站 
12445,皇冠音响厂站	1,竹料墟站 
12438,番禺大桥(广地花园)站	1,竹料墟站 
12714,富康西街站	1,竹料墟站 
20119,西朗	1,竹料墟站 
20099,琶洲	1,竹料墟站 
20065,新港东	1,竹料墟站 
12670,科新路口站	1,竹料墟站 
20107,磨碟沙	1,竹料墟站 
12625,大涵村委站	1,竹料墟站 
20122,赤岗	1,竹料墟站 
12612,萝峰村口站	1,竹料墟站 
12552,中山纪念堂总站	1,竹料墟站 
20054,客村	1,竹料墟站 
20137,鹭江	1,竹料墟站 
20009,中大	1,竹料墟站 
20069,晓港	1,竹料墟站 
20068,昌岗	1,竹料墟站 
20085,沙园	1,竹料墟站 
20052,宝岗大道	1,竹料墟站 
12486,江兴村站	1,竹料墟站 
12482,东盛路北站	1,竹料墟站 
12481,东线路南站	1,竹料墟站 
12548,广工饭堂站	1,竹料墟站 
12462,奥园广场站	1,竹料墟站 
2218,大干围北站	805,谢村站 
2213,大汾田公路口站	805,谢村站 
2212,大汾田公路口站	805,谢村站 
2199,大布路站	805,谢村站 
2192,村前大街站	805,谢村站 
2186,春晖五街站	805,谢村站 
2185,春晖五街站	805,谢村站 
2184,春晖四街站	805,谢村站 
826,新村大街二巷站	805,谢村站 
824,新安路站	805,谢村站 
823,新安路站	805,谢村站 
821,新安路北站	805,谢村站 
818,辛庄站	805,谢村站 
817,辛庄站	805,谢村站 
813,蟹庄村总站	805,谢村站 
803,协和神学院站	805,谢村站 
772,小坪桥口总站	805,谢村站 
765,小坪村委总站	805,谢村站 
764,小塱总站	805,谢村站 
763,小塱村口站	805,谢村站 
762,小塱村口站	805,谢村站 
760,小坑村站	805,谢村站 
759,小迳路口站	805,谢村站 
758,小迳路口站	805,谢村站 
756,小迳村站	805,谢村站 
746,小城花园站	805,谢村站 
1300,玉树新村路口站	805,谢村站 
1298,玉树新村口站	805,谢村站 
1274,鱼珠码头总站①	805,谢村站 
1271,鱼珠地铁站站	805,谢村站 
1270,鱼珠地铁站站	805,谢村站 
1269,鱼茅路站	805,谢村站 
1268,鱼茅路站	805,谢村站 
1267,友谊路站	805,谢村站 
1265,友谊路口站	805,谢村站 
1264,友谊路口站	805,谢村站 
1257,邮政物流中心站	805,谢村站 
1256,邮政物流中心站A	805,谢村站 
1252,涌北大街口站	805,谢村站 
1251,涌北大街口站	805,谢村站 
1249,永兴村站	805,谢村站 
1237,永泰客运站1	805,谢村站 
1230,永顺大道东站	805,谢村站 
1229,永顺大道东站	805,谢村站 
1227,永和综合楼站	805,谢村站 
1226,永和综合楼站	805,谢村站 
1221,永和开发区站	805,谢村站 
1220,永和开发区(禾丰新村)总站	805,谢村站 
1218,永和加油站	805,谢村站 
1216,永和大道中站	805,谢村站 
1214,永和(木古村)站	805,谢村站 
1213,永和(崇和花园)总站	805,谢村站 
1210,永安新村站	805,谢村站 
1177,迎宾路口站	805,谢村站 
2747,丰乐路站	805,谢村站 
2734,飞鹅村站	805,谢村站 
2731,芳盛路(珠江中学)站	805,谢村站 
2726,芳村西塱总站④	805,谢村站 
2702,方石村站	805,谢村站 
2694,番禺大桥底站	805,谢村站 
9596,人和华盛南路口站	805,谢村站 
2679,二横路口站	805,谢村站 
2673,峨山社总站	805,谢村站 
2665,笃学路口站	805,谢村站 
2664,笃学路口站	805,谢村站 
2663,斗塘路站	805,谢村站 
2662,斗塘路站	805,谢村站 
2661,斗塘路西站	805,谢村站 
2660,斗塘路西站	805,谢村站 
2657,动物园总站1②a	805,谢村站 
2642,东苑小区站	805,谢村站 
2641,东苑小区站	805,谢村站 
2638,东雅图酒店站	805,谢村站 
2636,东兴市场站	805,谢村站 
2635,东兴市场站	805,谢村站 
2620,东四路南站	805,谢村站 
2618,东四路北站	805,谢村站 
10022,天河北路站2	805,谢村站 
2591,东区中学站	805,谢村站 
2590,东区中学站	805,谢村站 
2588,东区路口站	805,谢村站 
2585,东圃镇站B3	805,谢村站 
2579,东圃镇站	805,谢村站 
2578,东圃镇站	805,谢村站 
2571,东圃客运站	805,谢村站 
2570,东圃客运站	805,谢村站 
2569,东圃二马路站	805,谢村站 
2568,东圃二马路站	805,谢村站 
2567,东圃大马路站	805,谢村站 
2566,东圃大马路北站	805,谢村站 
2328,大巷工业区站	805,谢村站 
2327,大田路站	805,谢村站 
2326,大田路站	805,谢村站 
2315,大坦居委站	805,谢村站 
2314,大坦居委站	805,谢村站 
2289,大沙北路站	805,谢村站 
2286,大埔南一街站	805,谢村站 
2285,大埔南二街站	805,谢村站 
2283,大埔东街站	805,谢村站 
2282,大埔东街站	805,谢村站 
2280,大埔村站	805,谢村站 
2275,大龙头村站	805,谢村站 
2274,大龙头村站	805,谢村站 
2273,大岭南路站	805,谢村站 
2272,大岭南路站	805,谢村站 
2270,大岭路口站	805,谢村站 
2269,大岭村总站	805,谢村站 
2268,大淋岗总站	805,谢村站 
2263,大沥村站	805,谢村站 
2259,大塱路口站	805,谢村站 
2256,大朗中学站	805,谢村站 
2254,大朗市场站	805,谢村站 
2252,大朗路站	805,谢村站 
2250,大朗火车站站	805,谢村站 
2246,大迳村站	805,谢村站 
2245,大迳村站	805,谢村站 
2220,大干围中站	805,谢村站 
1360,员村生活区(市六医院)总站	805,谢村站 
1354,员村南街站	805,谢村站 
1352,员村家乐福总站	805,谢村站 
1336,园夏村南站	805,谢村站 
1335,园夏村南站	805,谢村站 
1124,医药中专站	805,谢村站 
1108,叶边村站	805,谢村站 
1107,叶边村站	805,谢村站 
1105,业田村站	805,谢村站 
1101,冶金技校站	805,谢村站 
1096,瑶台西街站	805,谢村站 
1093,瑶池西街口站	805,谢村站 
1091,摇田河路中站	805,谢村站 
1090,摇田大街站	805,谢村站 
1089,摇田大街站	805,谢村站 
1088,洋田塘口站	805,谢村站 
1087,洋田塘口站	805,谢村站 
1085,洋田村站	805,谢村站 
1084,洋田村站	805,谢村站 
1082,洋田村路口站	805,谢村站 
1081,洋城学校站	805,谢村站 
1076,杨青村站	805,谢村站 
1073,杨梅岗站	805,谢村站 
1062,羊城花园站(楼巴士)	805,谢村站 
1041,严田村站	805,谢村站 
1040,雅瑶总站	805,谢村站 
1039,雅瑶镇政府站	805,谢村站 
1037,雅瑶镇医院站	805,谢村站 
1027,鸦岗路口站	805,谢村站 
907,新市新街西站	805,谢村站 
905,新市新街口站	805,谢村站 
903,新市新街东站	805,谢村站 
901,新市南街站	805,谢村站 
900,新市南街站	805,谢村站 
890,新南大街口站	805,谢村站 
889,新南大街口站	805,谢村站 
881,新联村西站	805,谢村站 
879,新联村东站	805,谢村站 
878,新丽路站	805,谢村站 
872,新科上村站	805,谢村站 
869,新科工业区站	805,谢村站 
868,新康花园站	805,谢村站 
867,新康花园站	805,谢村站 
854,新滘东路中站2	805,谢村站 
838,新桂路站	805,谢村站 
837,新桂路站	805,谢村站 
834,新丰路口站	805,谢村站 
833,新丰路口站	805,谢村站 
829,新村站	805,谢村站 
827,新村大街站	805,谢村站 
607,西湾路南站	805,谢村站 
606,西盛站	805,谢村站 
597,西岭路口站	805,谢村站 
596,西岭路口站	805,谢村站 
587,西街中站	805,谢村站 
586,西街中站	805,谢村站 
583,西基总站	805,谢村站 
577,西华路尾总站①	805,谢村站 
574,西村总站	805,谢村站 
560,武警指挥学院站	805,谢村站 
532,五福堂站	805,谢村站 
529,屋角站	805,谢村站 
528,屋角站	805,谢村站 
523,乌石村站	805,谢村站 
521,乌石村北站	805,谢村站 
520,乌石村北站	805,谢村站 
519,乌冲站B2	805,谢村站 
516,乌冲站B1	805,谢村站 
515,乌冲站	805,谢村站 
514,乌冲站	805,谢村站 
510,文盛庄站	805,谢村站 
507,文盛庄路站	805,谢村站 
501,文加路站	805,谢村站 
491,文船生活区东区站	805,谢村站 
478,望岗小学站	805,谢村站 
477,望岗小学站	805,谢村站 
471,旺旺食品有限公司站	805,谢村站 
465,万龙路站	805,谢村站 
462,万龙路口站	805,谢村站 
437,外语外贸大学(公开学院)站	805,谢村站 
436,外商活动中心站	805,谢村站 
435,外商活动中心站	805,谢村站 
424,土华村站	805,谢村站 
421,头陂村委站	805,谢村站 
4223,沙尾水闸站	805,谢村站 
4220,沙湾一街站	805,谢村站 
4219,沙湾一街站	805,谢村站 
4218,沙湾五街站	805,谢村站 
4217,沙湾五街站	805,谢村站 
4216,沙湾三街站	805,谢村站 
4215,沙湾三街站	805,谢村站 
735,萧岗涌北大街站	805,谢村站 
734,萧岗涌北大街站	805,谢村站 
732,萧岗市场站	805,谢村站 
731,萧岗市场站	805,谢村站 
727,向阳大街口站	805,谢村站 
723,向西村口站	805,谢村站 
717,祥岗社区站	805,谢村站 
715,祥岗后街站	805,谢村站 
713,香雪小学站	805,谢村站 
712,香雪小学站	805,谢村站 
708,香山路中站	805,谢村站 
705,香凝学校站	805,谢村站 
704,香凝学校站	805,谢村站 
688,贤江路站	805,谢村站 
687,贤江路站	805,谢村站 
686,贤江村站	805,谢村站 
685,贤江村站	805,谢村站 
672,夏园站B1	805,谢村站 
670,夏园站	805,谢村站 
668,夏园东路站	805,谢村站 
667,夏园东路站	805,谢村站 
666,夏茅站	805,谢村站 
663,夏茅市场站	805,谢村站 
662,夏茅客运站总站②	805,谢村站 
660,夏茅客运站	805,谢村站 
657,夏茅大道站	805,谢村站 
656,夏茅大道口站	805,谢村站 
652,夏花一路站	805,谢村站 
647,下新村站	805,谢村站 
643,下沙站B	805,谢村站 
640,下南路口站	805,谢村站 
639,下南路口站	805,谢村站 
627,西洲北路尾总站	805,谢村站 
626,西洲北路(增槎路口)总站	805,谢村站 
617,西苑路口站	805,谢村站 
616,西苑路口站	805,谢村站 
1561,镇龙水厂站	805,谢村站 
1559,镇龙旧车站	805,谢村站 
1558,镇龙二中站	805,谢村站 
1557,镇龙二中站	805,谢村站 
1554,赵溪路站	805,谢村站 
1551,赵溪村站	805,谢村站 
1544,长洲街办站	805,谢村站 
1542,长洲岛小学站	805,谢村站 
1430,云埔一路站	805,谢村站 
1428,云埔工业区站	805,谢村站 
1427,云埔工业区口站	805,谢村站 
1424,云龙路口站	805,谢村站 
1422,云骏路中站	805,谢村站 
1421,云骏路中站	805,谢村站 
1415,云城西路北站	805,谢村站 
1409,云安路站	805,谢村站 
1408,云安路站	805,谢村站 
1407,云安路北站	805,谢村站 
1406,云安路北站	805,谢村站 
1379,员工大厦站	805,谢村站 
1371,员村一横路站	805,谢村站 
1370,员村西街中站	805,谢村站 
4201,沙浦站	805,谢村站 
4200,沙浦站	805,谢村站 
4196,沙洛市场站	805,谢村站 
4195,沙洛市场站	805,谢村站 
4194,沙洛工业园站	805,谢村站 
4193,沙洛工业园站	805,谢村站 
4192,沙洛村总站	805,谢村站 
4191,沙洛村委站	805,谢村站 
4190,沙洛村委站	805,谢村站 
327,天朗明居站	805,谢村站 
3541,民营科技园站	805,谢村站 
3539,民强村站	805,谢村站 
3538,民强村站	805,谢村站 
3535,庙仔庄站	805,谢村站 
3533,庙头站B1	805,谢村站 
3531,庙头站	805,谢村站 
3530,庙头站	805,谢村站 
3523,棉村站	805,谢村站 
3522,棉村站	805,谢村站 
3521,棉村市场站	805,谢村站 
3520,棉村市场站	805,谢村站 
3517,米龙小学站	805,谢村站 
3516,米龙小学站	805,谢村站 
3511,门口岗总站	805,谢村站 
4156,沙村站	805,谢村站 
4154,沙步小学站	805,谢村站 
4153,沙步小学站	805,谢村站 
4152,沙步五横路站	805,谢村站 
4151,沙步五横路站	805,谢村站 
4148,沙步二横路站	805,谢村站 
4147,沙步二横路站	805,谢村站 
4146,沙步村委站	805,谢村站 
4145,沙步村委站	805,谢村站 
4140,森语大街路口站	805,谢村站 
4139,森语大街路口站	805,谢村站 
3289,龙口东路南站	805,谢村站 
3288,龙口东路北站	805,谢村站 
3284,龙湖煤气站	805,谢村站 
3281,龙湖村委站	805,谢村站 
371,田园路站	805,谢村站 
370,田心路口站	805,谢村站 
369,田心路口站	805,谢村站 
367,田心村站	805,谢村站 
366,田心村站	805,谢村站 
364,田南路站	805,谢村站 
361,天雄布市站	805,谢村站 
334,天朗明居站B3	805,谢村站 
328,天朗明居站	805,谢村站 
3278,龙湖村口站	805,谢村站 
3276,龙河路口站	805,谢村站 
3275,龙归竹木市场站	805,谢村站 
3272,淘金路站	805,谢村站 
3270,淘金街站	805,谢村站 
3268,淘金东路站	805,谢村站 
3264,桃源站	805,谢村站 
3263,桃园中路站	805,谢村站 
3262,桃园中路站	805,谢村站 
3259,桃园西路北站	805,谢村站 
3258,桃园西路北站	805,谢村站 
3255,桃石路站	805,谢村站 
3254,桃石路站	805,谢村站 
3245,塘山村西站	805,谢村站 
3243,塘山村敬老院站	805,谢村站 
3242,塘口站	805,谢村站 
3241,塘口站	805,谢村站 
4691,联和墟站	805,谢村站 
4686,联和北站	805,谢村站 
4681,莲涌街站	805,谢村站 
4679,莲溪站B2	805,谢村站 
4677,莲溪站B1	805,谢村站 
4676,莲溪站	805,谢村站 
4675,莲溪站	805,谢村站 
4671,莲溪路口站	805,谢村站 
4661,荔枝园西站	805,谢村站 
4660,荔枝园西站	805,谢村站 
4659,荔香路总站	805,谢村站 
