7722,石基地铁站	2198,大布路口站 
11532,新水坑村生态园站	2198,大布路口站 
11531,新水坑站	2198,大布路口站 
11529,西堤小区站	2198,大布路口站 
11528,海滨大厦站	2198,大布路口站 
11527,西丽桥北站	2198,大布路口站 
11526,长坦村口站	2198,大布路口站 
11525,低涌村总站	2198,大布路口站 
11524,富庭花园站	2198,大布路口站 
11523,大龙小学站	2198,大布路口站 
11522,大龙经济发展公司站	2198,大布路口站 
11521,大龙经济发展公司站	2198,大布路口站 
11520,茶东东村站	2198,大布路口站 
11519,茶东村西站	2198,大布路口站 
11518,茶东村西站	2198,大布路口站 
11516,金业别墅花园站	2198,大布路口站 
11515,德宝花园正门站	2198,大布路口站 
11513,万科城站	2198,大布路口站 
11510,紫坭村口站	2198,大布路口站 
11507,沙龙尾站	2198,大布路口站 
11505,华南新城南区正门站	2198,大布路口站 
11504,新造中心小学站	2198,大布路口站 
11503,崇德村站	2198,大布路口站 
11502,新造地铁站总站	2198,大布路口站 
12176,变电站	2198,大布路口站 
11491,万安村站	2198,大布路口站 
11487,湴湄村站	2198,大布路口站 
11486,子沙村委站	2198,大布路口站 
11485,八沙村站	2198,大布路口站 
11484,八沙村站	2198,大布路口站 
11481,蔡新路口站	2198,大布路口站 
11480,榄核派出所站	2198,大布路口站 
11479,西线路口站	2198,大布路口站 
11478,墩塘工业区站	2198,大布路口站 
11477,创信鞋厂站	2198,大布路口站 
11476,东深天益村站	2198,大布路口站 
11470,甘岗村站	2198,大布路口站 
11466,滨海花园站	2198,大布路口站 
11456,富裕围站	2198,大布路口站 
11455,富裕围站	2198,大布路口站 
11454,天发厂站	2198,大布路口站 
11452,百越广场南门站	2198,大布路口站 
11451,盛泰花园站	2198,大布路口站 
11449,多州站	2198,大布路口站 
11448,石楼派出所站	2198,大布路口站 
11446,官涌村站	2198,大布路口站 
11444,新村站	2198,大布路口站 
11441,沙尾村站	2198,大布路口站 
11440,仙岭村站	2198,大布路口站 
11439,下山门村总站	2198,大布路口站 
11438,官桥新村站	2198,大布路口站 
11437,应塘坊站	2198,大布路口站 
11436,柏堂村站	2198,大布路口站 
11433,东盛路站	2198,大布路口站 
11431,旧水坑中心街站	2198,大布路口站 
12262,黄麻社区居委会	2198,大布路口站 
12221,烨辉站	2198,大布路口站 
12208,五沙一村站	2198,大布路口站 
12226,安博基业公司站	2198,大布路口站 
12363,民营工业园(增城)站	2198,大布路口站 
12270,榄核公交站	2198,大布路口站 
12259,八哥村站	2198,大布路口站 
12241,蚬涌市场站	2198,大布路口站 
12239,五沙三村站	2198,大布路口站 
12238,五沙大桥收费站	2198,大布路口站 
12231,欧洲工业园路口	2198,大布路口站 
12194,沙坑牌坊站	2198,大布路口站 
12186,大夫山森林公园路口	2198,大布路口站 
12184,疗养院站	2198,大布路口站 
12182,南双玉村	2198,大布路口站 
12180,南双玉工业区	2198,大布路口站 
12178,双坑村	2198,大布路口站 
12174,碧桂东苑	2198,大布路口站 
12172,雄峰商城	2198,大布路口站 
12166,东晖路东	2198,大布路口站 
12145,容桂汽车站	2198,大布路口站 
12120,观龙桥脚站	2198,大布路口站 
12117,兴业路中站	2198,大布路口站 
12114,莲花山车站	2198,大布路口站 
12092,谷围新村站	2198,大布路口站 
12091,新造公园站	2198,大布路口站 
12076,湴湄村站	2198,大布路口站 
12075,绿村村委站	2198,大布路口站 
12074,大生村委站	2198,大布路口站 
12073,镇泰厂站	2198,大布路口站 
12072,星海小学站	2198,大布路口站 
12071,榄核涌站	2198,大布路口站 
12070,榄核派出所站	2198,大布路口站 
12069,沙湾涌站	2198,大布路口站 
12068,墩塘村站	2198,大布路口站 
12065,南村油库站	2198,大布路口站 
12063,罗边实发市场站	2198,大布路口站 
12062,七星岗公园站	2198,大布路口站 
12840,荔红路(萝岗中医院)站	2198,大布路口站 
12836,岑村新南街站	2198,大布路口站 
12826,沥心沙收费站	2198,大布路口站 
12823,榄塘村站	2198,大布路口站 
12821,滴水岩森林公园总站	2198,大布路口站 
12820,留耕堂站	2198,大布路口站 
12819,留耕堂站	2198,大布路口站 
12818,象贤中学站	2198,大布路口站 
12817,象贤中学站	2198,大布路口站 
12816,沙湾东村站	2198,大布路口站 
12815,沙湾东村站	2198,大布路口站 
12813,祈福水城站	2198,大布路口站 
12812,雅居乐锦官城站	2198,大布路口站 
12802,丹桂社区居委会站	2198,大布路口站 
12787,广珠路碧江站	2198,大布路口站 
12814,祈福水城站	2198,大布路口站 
12726,南翔二路东站	2198,大布路口站 
12658,芳村隧道口站2	2198,大布路口站 
12655,华师生活区站	2198,大布路口站 
12577,地铁黄村站	2198,大布路口站 
12569,合益街站	2198,大布路口站 
12581,侨港路站	2198,大布路口站 
12487,地玄村站	2198,大布路口站 
12480,东线路北站	2198,大布路口站 
12471,峻新路口站	2198,大布路口站 
12461,奥园广场站	2198,大布路口站 
12456,华侨城北门站	2198,大布路口站 
12446,甘棠村站	2198,大布路口站 
12439,番禺大道(渔民新村)	2198,大布路口站 
12424,三村海丰南站	2198,大布路口站 
12811,雅居乐锦官城站	2198,大布路口站 
12808,南双玉村总站	2198,大布路口站 
12807,大板工业区站	2198,大布路口站 
12806,大板工业区站	2198,大布路口站 
12805,汀根村委站	2198,大布路口站 
12800,上佳市站	2198,大布路口站 
12798,容山书院站	2198,大布路口站 
12796,新球医院站	2198,大布路口站 
12793,大良交警中队站	2198,大布路口站 
12792,林头西站	2198,大布路口站 
12789,顺联广场站	2198,大布路口站 
12732,南云五路口站	2198,大布路口站 
11400,三善中村站	2198,大布路口站 
11429,旧水坑派出所(旧村西路)站	2198,大布路口站 
11427,眉山工业区站	2198,大布路口站 
11426,美洁环卫厂站	2198,大布路口站 
11425,凌边村委站	2198,大布路口站 
11424,凌环南路站	2198,大布路口站 
11423,金山路口站	2198,大布路口站 
11421,龙美村(迎新路)站	2198,大布路口站 
11420,东沙村站	2198,大布路口站 
11417,老干部活动中心站	2198,大布路口站 
11416,康裕北苑站	2198,大布路口站 
11413,长沙路站	2198,大布路口站 
11412,区公汽东门站	2198,大布路口站 
11411,前锋工业区站	2198,大布路口站 
11410,大龙小学站	2198,大布路口站 
11407,华景新城站	2198,大布路口站 
11406,华景新城(桥南路)站	2198,大布路口站 
11404,古东工业区站	2198,大布路口站 
11403,象俊中学站	2198,大布路口站 
9756,地铁琶洲站总站	2198,大布路口站 
6292,龙溪总站(总站)	2198,大布路口站 
6290,姜洞村站	2198,大布路口站 
4904,荷棠下村站	2198,大布路口站 
4902,荷景路站	2198,大布路口站 
4898,荷光路中站	2198,大布路口站 
4897,荷光路中站	2198,大布路口站 
4896,荷光路站	2198,大布路口站 
4895,荷光路站	2198,大布路口站 
4894,荷光路口总站	2198,大布路口站 
4889,河水东大街站	2198,大布路口站 
4888,河水东大街站	2198,大布路口站 
4887,河水东大街口总站	2198,大布路口站 
4886,河水大街站	2198,大布路口站 
4885,河水大街站	2198,大布路口站 
4883,河沙中路站	2198,大布路口站 
4876,河村松涛站	2198,大布路口站 
4856,禾丰路中站	2198,大布路口站 
4853,禾丰二纵路口站	2198,大布路口站 
4850,禾丰村站	2198,大布路口站 
12804,汀根村委站	2198,大布路口站 
12803,丹桂社区居委会站	2198,大布路口站 
12730,南翔三路站	2198,大布路口站 
12728,南云四路站	2198,大布路口站 
12724,南翔二路中站	2198,大布路口站 
12695,东沙大道南站	2198,大布路口站 
12629,阅江中路东站	2198,大布路口站 
12626,大涵小学站	2198,大布路口站 
12484,东盛路中站	2198,大布路口站 
12483,蔗山村口站	2198,大布路口站 
12478,金山村委总站	2198,大布路口站 
12465,番禺广场	2198,大布路口站 
12441,永和崇和花园	2198,大布路口站 
12440,永和崇和花园	2198,大布路口站 
12669,广氮花园南站	2198,大布路口站 
20072,机场南	2198,大布路口站 
20014,人和	2198,大布路口站 
12646,亭角大桥北站	2198,大布路口站 
12645,亭角大桥北站	2198,大布路口站 
12644,大岗车站	2198,大布路口站 
12628,石龙头总站	2198,大布路口站 
12627,大涵小学站	2198,大布路口站 
12624,大涵村委站	2198,大布路口站 
20038,嘉禾望岗	2198,大布路口站 
20144,龙归	2198,大布路口站 
12578,南洲北路(好信广场) 站	2198,大布路口站 
20102,白云大道北	2198,大布路口站 
12455,华侨城北门站	2198,大布路口站 
12453,北海村总站	2198,大布路口站 
12425,大石中心小学站	2198,大布路口站 
20025,凤凰新村	2198,大布路口站 
20064,文冲	2198,大布路口站 
20044,大沙东	2198,大布路口站 
20045,大沙地	2198,大布路口站 
20136,鱼珠	2198,大布路口站 
20004,三溪	2198,大布路口站 
20005,东圃	2198,大布路口站 
20128,车陂南	2198,大布路口站 
20109,科韵路	2198,大布路口站 
20036,员村	2198,大布路口站 
20096,猎德	2198,大布路口站 
11943,牛角桥北站	2198,大布路口站 
11942,牛角村站	2198,大布路口站 
11939,张松村桥站	2198,大布路口站 
11938,张松工业区站	2198,大布路口站 
11937,良地埠站	2198,大布路口站 
11936,新涌村委站	2198,大布路口站 
11935,镇泰厂站	2198,大布路口站 
11932,太石村南沙大道站	2198,大布路口站 
11930,小鸟桥站	2198,大布路口站 
20093,潭村	2198,大布路口站 
20098,珠江新城	2198,大布路口站 
20012,五羊邨	2198,大布路口站 
11923,蕉门地铁总站	2198,大布路口站 
20074,杨箕	2198,大布路口站 
20026,动物园	2198,大布路口站 
20027,区庄	2198,大布路口站 
20091,淘金	2198,大布路口站 
20055,小北	2198,大布路口站 
11913,龙祥路口站	2198,大布路口站 
11912,长江数码花园站	2198,大布路口站 
20120,西村	2198,大布路口站 
11909,易发步行街站	2198,大布路口站 
11908,番禺会议中心站	2198,大布路口站 
11906,复苏站	2198,大布路口站 
11904,潭山村站	2198,大布路口站 
11903,官桥新村站	2198,大布路口站 
11902,官桥村站	2198,大布路口站 
11901,柏堂村站	2198,大布路口站 
11900,化龙车站	2198,大布路口站 
11899,番艺花园站	2198,大布路口站 
11897,旧水坑村尾站	2198,大布路口站 
11896,美食广场南门站	2198,大布路口站 
11894,榕林路口站	2198,大布路口站 
11893,旧水坑派出所(旧村西路)站	2198,大布路口站 
11891,东泰工业区站	2198,大布路口站 
11890,凌边十队站	2198,大布路口站 
11889,凌环南路站	2198,大布路口站 
11888,文边工业区站	2198,大布路口站 
11887,文边总站	2198,大布路口站 
11886,文边村站	2198,大布路口站 
11884,旧水坑村委站	2198,大布路口站 
11883,新水坑牌坊站	2198,大布路口站 
11881,坑头工业区(市新路)站	2198,大布路口站 
11880,富豪山庄总站	2198,大布路口站 
11879,区工商局站	2198,大布路口站 
11878,海傍路站	2198,大布路口站 
11877,民政局婚姻登记处站	2198,大布路口站 
11876,恒升工业园站	2198,大布路口站 
11875,石基四中站	2198,大布路口站 
11874,前锋工业区站	2198,大布路口站 
11873,捷达莱堡厂站	2198,大布路口站 
11872,低涌村委站	2198,大布路口站 
11871,石基文化广场站	2198,大布路口站 
11868,草河村委站	2198,大布路口站 
11866,喜盈雅境站	2198,大布路口站 
11865,番中路口站	2198,大布路口站 
11862,古东牌坊站	2198,大布路口站 
11861,古坝电影院站	2198,大布路口站 
11860,龙湾村站	2198,大布路口站 
11858,理工学院站	2198,大布路口站 
11856,磷肥厂站	2198,大布路口站 
11855,青峰气站	2198,大布路口站 
11854,大罗村(银平路)站	2198,大布路口站 
11853,银平路站	2198,大布路口站 
11850,南快桥站	2198,大布路口站 
11849,眉山村站	2198,大布路口站 
11845,莘汀村站	2198,大布路口站 
11844,东西庄总站	2198,大布路口站 
11843,曾边村站	2198,大布路口站 
20063,广州火车站	2198,大布路口站 
20117,西场	2198,大布路口站 
20010,中山八	2198,大布路口站 
20040,坦尾	2198,大布路口站 
20092,滘口	2198,大布路口站 
20139,黄村	2198,大布路口站 
20126,车陂	2198,大布路口站 
20127,车陂南	2198,大布路口站 
20001,万胜围	2198,大布路口站 
20051,官洲	2198,大布路口站 
20066,新造	2198,大布路口站 
20043,大学城南	2198,大布路口站 
20042,大学城北	2198,大布路口站 
20106,石碁	2198,大布路口站 
20088,海傍	2198,大布路口站 
20016,低涌	2198,大布路口站 
11825,新队站	2198,大布路口站 
11824,新队站	2198,大布路口站 
11823,人民村站	2198,大布路口站 
11822,绿村村委站	2198,大布路口站 
11821,国防技校站	2198,大布路口站 
11820,国防技校站	2198,大布路口站 
11818,墩塘桥站	2198,大布路口站 
11816,东线大道站	2198,大布路口站 
11815,市头村站	2198,大布路口站 
20008,东涌	2198,大布路口站 
20143,黄阁汽车城	2198,大布路口站 
20116,蕉门	2198,大布路口站 
20142,黄阁	2198,大布路口站 
20129,金洲	2198,大布路口站 
20048,天河客运站	2198,大布路口站 
20011,五山	2198,大布路口站 
11802,钟村职校站	2198,大布路口站 
11793,禺秀园站	2198,大布路口站 
11792,广汽基地总站	2198,大布路口站 
11790,三德路口站	2198,大布路口站 
11789,深沙村站	2198,大布路口站 
11786,同乐村站	2198,大布路口站 
11783,化龙第二小学站	2198,大布路口站 
11782,草堂村站	2198,大布路口站 
11781,潭山村站	2198,大布路口站 
11780,金湖工业区站	2198,大布路口站 
11779,西山村站	2198,大布路口站 
11778,应塘坊站	2198,大布路口站 
11777,化龙公园站	2198,大布路口站 
11775,颐养院站	2198,大布路口站 
11769,南坑村口站	2198,大布路口站 
11764,美洁环卫厂站	2198,大布路口站 
11763,凌边工业区站	2198,大布路口站 
11762,桥山工业区站	2198,大布路口站 
11761,木棉脚站	2198,大布路口站 
11760,新水坑村生态园站	2198,大布路口站 
11758,星域动漫科技城站	2198,大布路口站 
11756,东沙村站	2198,大布路口站 
11755,海滨大厦站	2198,大布路口站 
3153,太平洋工业区站	2198,大布路口站 
20017,体育中心	2198,大布路口站 
20073,杨箕	2198,大布路口站 
20019,体育西路	2198,大布路口站 
57,志诚大道东站	2198,大布路口站 
56,纸厂总站①	2198,大布路口站 
20006,东山口	2198,大布路口站 
50,纸厂市场站	2198,大布路口站 
43,植树公园站	2198,大布路口站 
23,紫荆道站	2198,大布路口站 
21,孖塘站	2198,大布路口站 
20,孖塘站	2198,大布路口站 
17,庄埔路口站	2198,大布路口站 
16,庄埔路口站	2198,大布路口站 
20094,烈士陵园	2198,大布路口站 
20024,农讲所	2198,大布路口站 
1571,镇龙总站	2198,大布路口站 
1570,镇龙邮局站	2198,大布路口站 
1569,镇龙邮局站	2198,大布路口站 
1567,镇龙医院站	2198,大布路口站 
1565,镇龙一中站	2198,大布路口站 
1563,镇龙墟站	2198,大布路口站 
1562,镇龙水厂站	2198,大布路口站 
206,珠江花园站	2198,大布路口站 
20022,公园前	2198,大布路口站 
20121,西门口	2198,大布路口站 
193,珠江村站	2198,大布路口站 
192,珠江村站	2198,大布路口站 
20140,黄沙	2198,大布路口站 
20131,长寿路	2198,大布路口站 
20132,陈家祠	2198,大布路口站 
20113,芳村	2198,大布路口站 
174,珠村站	2198,大布路口站 
172,珠村小学站	2198,大布路口站 
20111,花地湾	2198,大布路口站 
2763,枫下二社站	2198,大布路口站 
2762,枫下二社站	2198,大布路口站 
2759,枫下村北站	2198,大布路口站 
2757,风正街站	2198,大布路口站 
20039,坑口	2198,大布路口站 
20118,西朗	2198,大布路口站 
12842,石基二中	2198,大布路口站 
12843,石基二中	2198,大布路口站 
12844,石基二中	2198,大布路口站 
12845,石基二中	2198,大布路口站 
12846,石基二中	2198,大布路口站 
12847,石基二中	2198,大布路口站 
20080,永泰	2198,大布路口站 
20034,同和	2198,大布路口站 
20013,京溪南方医院	2198,大布路口站 
20078,梅花园	2198,大布路口站 
20095,燕塘	2198,大布路口站 
12457,北海村水果批发市场	2198,大布路口站 
11754,长坦村口站	2198,大布路口站 
11753,长坦总站	2198,大布路口站 
11752,海傍桥站	2198,大布路口站 
11751,北斗渡口(榄灵路)站	2198,大布路口站 
11750,富怡路中站	2198,大布路口站 
11749,石基三中(富怡路)站	2198,大布路口站 
11744,西村工业区站	2198,大布路口站 
11743,古坝总站	2198,大布路口站 
11742,古东牌坊站	2198,大布路口站 
11735,大刀沙村委站	2198,大布路口站 
11732,兴业大道北站	2198,大布路口站 
11731,谷围新村站	2198,大布路口站 
11730,新谭路口站	2198,大布路口站 
20029,华师	2198,大布路口站 
20056,岗顶	2198,大布路口站 
20105,石牌桥	2198,大布路口站 
20020,体育西路	2198,大布路口站 
20097,珠江新城	2198,大布路口站 
20123,赤岗塔	2198,大布路口站 
20053,客村	2198,大布路口站 
20041,大塘	2198,大布路口站 
20086,沥滘	2198,大布路口站 
20033,厦滘	2198,大布路口站 
11718,大生村委站	2198,大布路口站 
11717,合沙村站	2198,大布路口站 
11716,张松村桥站	2198,大布路口站 
11715,张松工业区站	2198,大布路口站 
11714,飞鹰厂站	2198,大布路口站 
11712,榄核成校站	2198,大布路口站 
11710,顺河路口站	2198,大布路口站 
11709,墩塘工业区站	2198,大布路口站 
11708,大简中桥站	2198,大布路口站 
11707,马克路口站	2198,大布路口站 
11706,东线大道站	2198,大布路口站 
20046,大石	2198,大布路口站 
11702,甘岗村站	2198,大布路口站 
20081,汉溪长隆	2198,大布路口站 
20058,市桥	2198,大布路口站 
20100,番禺广场	2198,大布路口站 
20037,嘉禾望岗	2198,大布路口站 
20141,黄边	2198,大布路口站 
20083,江夏	2198,大布路口站 
20115,萧岗	2198,大布路口站 
20103,白云文化广场	2198,大布路口站 
20101,白云公园	2198,大布路口站 
20134,飞翔公园	2198,大布路口站 
20003,三元里	2198,大布路口站 
20062,广州火车站	2198,大布路口站 
20125,越秀公园	2198,大布路口站 
3548,明星村委站	2198,大布路口站 
3546,明星村口站	2198,大布路口站 
20110,纪念堂	2198,大布路口站 
20090,海珠广场	2198,大布路口站 
5746,金水里西站	2198,大布路口站 
5745,金水里西站	2198,大布路口站 
5744,金水里东站	2198,大布路口站 
5743,金水里东站	2198,大布路口站 
5739,金属加工厂站	2198,大布路口站 
10694,鹤泰路中站	2198,大布路口站 
10643,凌塘村站2	2198,大布路口站 
9213,猛涌村站	2198,大布路口站 
9160,海中八路站	2198,大布路口站 
9156,龙溪大道西站	2198,大布路口站 
20023,公园前	2198,大布路口站 
20057,市二宫	2198,大布路口站 
20082,江南西	2198,大布路口站 
20067,昌岗	2198,大布路口站 
20007,东晓南	2198,大布路口站 
3230,棠涌南街站	2198,大布路口站 
3212,棠下村站	2198,大布路口站 
3209,棠下村口站	2198,大布路口站 
20084,江泰路	2198,大布路口站 
20031,南洲	2198,大布路口站 
20087,洛溪	2198,大布路口站 
3191,棠东站	2198,大布路口站 
3190,棠东站	2198,大布路口站 
20032,南浦	2198,大布路口站 
20015,会江	2198,大布路口站 
20104,石壁	2198,大布路口站 
20061,广州南站	2198,大布路口站 
20059,广州东站	2198,大布路口站 
12454,北海村水果批发市场站	2198,大布路口站 
12451,甘棠村站	2198,大布路口站 
12444,番禺奥林匹克花园站	2198,大布路口站 
20060,广州东站	2198,大布路口站 
20076,林和西	2198,大布路口站 
12562,广大麓湖雕塑公园总站	2198,大布路口站 
20021,体育西路	2198,大布路口站 
20075,林和西	2198,大布路口站 
20018,体育中心南	2198,大布路口站 
20047,天河南	2198,大布路口站 
20138,黄埔大道	2198,大布路口站 
20112,花城大道	2198,大布路口站 
20049,妇儿中心	2198,大布路口站 
20079,歌剧院	2198,大布路口站 
20089,海心沙	2198,大布路口站 
20124,赤岗塔	2198,大布路口站 
20135,魁奇路	2198,大布路口站 
20050,季华园	2198,大布路口站 
20035,同济路	2198,大布路口站 
20108,祖庙	2198,大布路口站 
20070,普君北路	2198,大布路口站 
20071,朝安	2198,大布路口站 
20077,桂城	2198,大布路口站 
20030,南桂路	2198,大布路口站 
20133,雷岗	2198,大布路口站 
20028,千灯湖	2198,大布路口站 
20130,金融高新区	2198,大布路口站 
20145,龙溪	2198,大布路口站 
20114,菊树	2198,大布路口站 
20002,万胜围	2198,大布路口站 
12488,沙滘站	2198,大布路口站 
12485,尚上名筑站	2198,大布路口站 
12479,白岗村站	2198,大布路口站 
12477,白岗村站	2198,大布路口站 
12476,东线路北站	2198,大布路口站 
12475,东线路南站	2198,大布路口站 
12474,东盛路北站	2198,大布路口站 
12473,蔗山村口站	2198,大布路口站 
12472,东盛路中站	2198,大布路口站 
12470,省妇幼保健院站	2198,大布路口站 
12468,省妇幼保健院站	2198,大布路口站 
12467,峻新路口站	2198,大布路口站 
12466,新基村总站	2198,大布路口站 
12464,星辰时代豪庭站	2198,大布路口站 
12463,昊龙花园站	2198,大布路口站 
12460,昊龙花园站	2198,大布路口站 
12459,星辰时代豪庭站	2198,大布路口站 
12458,海伦堡创意园总站	2198,大布路口站 
12452,华南轮胎厂	2198,大布路口站 
12450,蔡边村(番禺大道北)站	2198,大布路口站 
12449,蔡二新村(番禺大道北)站	2198,大布路口站 
12448,蔡二新村(番禺大道北)站	2198,大布路口站 
12447,蔡边村(番禺大道北)站	2198,大布路口站 
12445,皇冠音响厂站	2198,大布路口站 
12438,番禺大桥(广地花园)站	2198,大布路口站 
20119,西朗	2198,大布路口站 
20099,琶洲	2198,大布路口站 
20065,新港东	2198,大布路口站 
20107,磨碟沙	2198,大布路口站 
12625,大涵村委站	2198,大布路口站 
20122,赤岗	2198,大布路口站 
12612,萝峰村口站	2198,大布路口站 
12552,中山纪念堂总站	2198,大布路口站 
20054,客村	2198,大布路口站 
20137,鹭江	2198,大布路口站 
20009,中大	2198,大布路口站 
20069,晓港	2198,大布路口站 
20068,昌岗	2198,大布路口站 
20085,沙园	2198,大布路口站 
20052,宝岗大道	2198,大布路口站 
12486,江兴村站	2198,大布路口站 
12482,东盛路北站	2198,大布路口站 
12481,东线路南站	2198,大布路口站 
12548,广工饭堂站	2198,大布路口站 
12462,奥园广场站	2198,大布路口站 
2213,大汾田公路口站	2211,大东门(中山三路)站2 
2212,大汾田公路口站	2211,大东门(中山三路)站2 
2185,春晖五街站	2211,大东门(中山三路)站2 
2184,春晖四街站	2211,大东门(中山三路)站2 
826,新村大街二巷站	2211,大东门(中山三路)站2 
824,新安路站	2211,大东门(中山三路)站2 
823,新安路站	2211,大东门(中山三路)站2 
818,辛庄站	2211,大东门(中山三路)站2 
817,辛庄站	2211,大东门(中山三路)站2 
813,蟹庄村总站	2211,大东门(中山三路)站2 
812,蟹庄村口站	2211,大东门(中山三路)站2 
763,小塱村口站	2211,大东门(中山三路)站2 
762,小塱村口站	2211,大东门(中山三路)站2 
758,小迳路口站	2211,大东门(中山三路)站2 
1283,渔沙坦(中山村)总站	2211,大东门(中山三路)站2 
1264,友谊路口站	2211,大东门(中山三路)站2 
1257,邮政物流中心站	2211,大东门(中山三路)站2 
1256,邮政物流中心站A	2211,大东门(中山三路)站2 
1230,永顺大道东站	2211,大东门(中山三路)站2 
1226,永和综合楼站	2211,大东门(中山三路)站2 
1218,永和加油站	2211,大东门(中山三路)站2 
1214,永和(木古村)站	2211,大东门(中山三路)站2 
1210,永安新村站	2211,大东门(中山三路)站2 
1209,永安新村站	2211,大东门(中山三路)站2 
2726,芳村西塱总站④	2211,大东门(中山三路)站2 
2694,番禺大桥底站	2211,大东门(中山三路)站2 
2664,笃学路口站	2211,大东门(中山三路)站2 
2663,斗塘路站	2211,大东门(中山三路)站2 
2660,斗塘路西站	2211,大东门(中山三路)站2 
2657,动物园总站1②a	2211,大东门(中山三路)站2 
2642,东苑小区站	2211,大东门(中山三路)站2 
2635,东兴市场站	2211,大东门(中山三路)站2 
2620,东四路南站	2211,大东门(中山三路)站2 
2618,东四路北站	2211,大东门(中山三路)站2 
2578,东圃镇站	2211,大东门(中山三路)站2 
2571,东圃客运站	2211,大东门(中山三路)站2 
2570,东圃客运站	2211,大东门(中山三路)站2 
2569,东圃二马路站	2211,大东门(中山三路)站2 
2568,东圃二马路站	2211,大东门(中山三路)站2 
2567,东圃大马路站	2211,大东门(中山三路)站2 
2327,大田路站	2211,大东门(中山三路)站2 
2315,大坦居委站	2211,大东门(中山三路)站2 
2314,大坦居委站	2211,大东门(中山三路)站2 
2286,大埔南一街站	2211,大东门(中山三路)站2 
2285,大埔南二街站	2211,大东门(中山三路)站2 
2246,大迳村站	2211,大东门(中山三路)站2 
2245,大迳村站	2211,大东门(中山三路)站2 
1360,员村生活区(市六医院)总站	2211,大东门(中山三路)站2 
1336,园夏村南站	2211,大东门(中山三路)站2 
1124,医药中专站	2211,大东门(中山三路)站2 
1105,业田村站	2211,大东门(中山三路)站2 
1090,摇田大街站	2211,大东门(中山三路)站2 
1088,洋田塘口站	2211,大东门(中山三路)站2 
1087,洋田塘口站	2211,大东门(中山三路)站2 
1085,洋田村站	2211,大东门(中山三路)站2 
1084,洋田村站	2211,大东门(中山三路)站2 
1082,洋田村路口站	2211,大东门(中山三路)站2 
1062,羊城花园站(楼巴士)	2211,大东门(中山三路)站2 
1054,燕塘村站	2211,大东门(中山三路)站2 
890,新南大街口站	2211,大东门(中山三路)站2 
867,新康花园站	2211,大东门(中山三路)站2 
839,新和站	2211,大东门(中山三路)站2 
834,新丰路口站	2211,大东门(中山三路)站2 
833,新丰路口站	2211,大东门(中山三路)站2 
827,新村大街站	2211,大东门(中山三路)站2 
586,西街中站	2211,大东门(中山三路)站2 
577,西华路尾总站①	2211,大东门(中山三路)站2 
532,五福堂站	2211,大东门(中山三路)站2 
528,屋角站	2211,大东门(中山三路)站2 
521,乌石村北站	2211,大东门(中山三路)站2 
515,乌冲站	2211,大东门(中山三路)站2 
514,乌冲站	2211,大东门(中山三路)站2 
491,文船生活区东区站	2211,大东门(中山三路)站2 
471,旺旺食品有限公司站	2211,大东门(中山三路)站2 
465,万龙路站	2211,大东门(中山三路)站2 
436,外商活动中心站	2211,大东门(中山三路)站2 
435,外商活动中心站	2211,大东门(中山三路)站2 
407,同和站2	2211,大东门(中山三路)站2 
4219,沙湾一街站	2211,大东门(中山三路)站2 
4217,沙湾五街站	2211,大东门(中山三路)站2 
4216,沙湾三街站	2211,大东门(中山三路)站2 
4212,沙田村站	2211,大东门(中山三路)站2 
723,向西村口站	2211,大东门(中山三路)站2 
717,祥岗社区站	2211,大东门(中山三路)站2 
715,祥岗后街站	2211,大东门(中山三路)站2 
712,香雪小学站	2211,大东门(中山三路)站2 
688,贤江路站	2211,大东门(中山三路)站2 
687,贤江路站	2211,大东门(中山三路)站2 
686,贤江村站	2211,大东门(中山三路)站2 
685,贤江村站	2211,大东门(中山三路)站2 
670,夏园站	2211,大东门(中山三路)站2 
668,夏园东路站	2211,大东门(中山三路)站2 
640,下南路口站	2211,大东门(中山三路)站2 
639,下南路口站	2211,大东门(中山三路)站2 
627,西洲北路尾总站	2211,大东门(中山三路)站2 
626,西洲北路(增槎路口)总站	2211,大东门(中山三路)站2 
1561,镇龙水厂站	2211,大东门(中山三路)站2 
1559,镇龙旧车站	2211,大东门(中山三路)站2 
1558,镇龙二中站	2211,大东门(中山三路)站2 
1557,镇龙二中站	2211,大东门(中山三路)站2 
1544,长洲街办站	2211,大东门(中山三路)站2 
1542,长洲岛小学站	2211,大东门(中山三路)站2 
1422,云骏路中站	2211,大东门(中山三路)站2 
1379,员工大厦站	2211,大东门(中山三路)站2 
4201,沙浦站	2211,大东门(中山三路)站2 
4200,沙浦站	2211,大东门(中山三路)站2 
4196,沙洛市场站	2211,大东门(中山三路)站2 
4194,沙洛工业园站	2211,大东门(中山三路)站2 
4191,沙洛村委站	2211,大东门(中山三路)站2 
327,天朗明居站	2211,大东门(中山三路)站2 
3538,民强村站	2211,大东门(中山三路)站2 
3531,庙头站	2211,大东门(中山三路)站2 
3530,庙头站	2211,大东门(中山三路)站2 
3517,米龙小学站	2211,大东门(中山三路)站2 
3511,门口岗总站	2211,大东门(中山三路)站2 
4154,沙步小学站	2211,大东门(中山三路)站2 
4151,沙步五横路站	2211,大东门(中山三路)站2 
4148,沙步二横路站	2211,大东门(中山三路)站2 
4146,沙步村委站	2211,大东门(中山三路)站2 
